Distance	efficiency
0.1	0.114
0.100926219099	0.114
0.101861017016	0.114
0.102804473209	0.114
0.103756667875	0.114
0.104717681949	0.114
0.105687597118	0.114
0.106666495828	0.114
0.107654461284	0.114
0.108651577465	0.114
0.109657929127	0.114
0.11067360181	0.114
0.111698681847	0.114
0.112733256371	0.114
0.113777413322	0.114
0.114831241454	0.114
0.115894830344	0.114
0.116968270397	0.114
0.118051652857	0.114
0.119145069812	0.114
0.120248614204	0.114
0.121362379834	0.114
0.122486461375	0.114
0.123620954374	0.114
0.124765955263	0.114
0.125921561369	0.114
0.12708787092	0.114
0.128264983053	0.114
0.129452997823	0.114
0.130652016212	0.114
0.131862140139	0.114
0.133083472465	0.114
0.134316117005	0.114
0.135560178533	0.114
0.136815762797	0.114
0.138082976522	0.114
0.139361927422	0.114
0.140652724211	0.114
0.141955476605	0.114
0.143270295341	0.114
0.144597292179	0.114
0.145936579916	0.114
0.147288272391	0.114
0.1486524845	0.114
0.150029332202	0.114
0.15141893253	0.114
0.152821403603	0.114
0.15423686463	0.114
0.155665435927	0.114
0.157107238925	0.114
0.158562396177	0.114
0.160031031374	0.114
0.16151326935	0.114
0.163009236098	0.114
0.164519058775	0.114
0.166042865719	0.114
0.167580786453	0.114
0.169132951703	0.114
0.170699493404	0.114
0.172280544713	0.114
0.173876240022	0.114
0.175486714965	0.114
0.177112106435	0.114
0.17875255259	0.114
0.180408192872	0.114
0.18207916801	0.114
0.183765620039	0.114
0.185467692308	0.114
0.187185529497	0.114
0.188919277621	0.114
0.190669084051	0.114
0.192435097523	0.114
0.194217468149	0.114
0.196016347432	0.114
0.197831888278	0.114
0.199664245011	0.114
0.201513573382	0.114
0.203380030585	0.114
0.205263775271	0.114
0.20716496756	0.114
0.209083769056	0.114
0.211020342857	0.114
0.212974853575	0.114
0.214947467344	0.114
0.216938351839	0.114
0.218947676286	0.114
0.22097561148	0.114
0.223022329797	0.114
0.22508800521	0.114
0.227172813303	0.114
0.229276931287	0.114
0.231400538013	0.114
0.233543813991	0.114
0.2357069414	0.114
0.237890104108	0.114
0.240093487686	0.114
0.242317279424	0.114
0.244561668345	0.114
0.246826845226	0.114
0.249113002607	0.114
0.251420334814	0.114
0.253749037973	0.114
0.256099310026	0.114
0.258471350747	0.114
0.260865361762	0.114
0.263281546565	0.114
0.265720110532	0.114
0.268181260945	0.114
0.270665207003	0.114
0.273172159844	0.114
0.275702332561	0.114
0.278255940221	0.114
0.280833199882	0.114
0.283434330615	0.114
0.286059553518	0.114
0.288709091736	0.114
0.291383170483	0.114
0.294082017059	0.114
0.296805860867	0.114
0.299554933436	0.114
0.302329468441	0.114
0.305129701718	0.114
0.307955871291	0.114
0.310808217387	0.114
0.313686982457	0.114
0.316592411198	0.114
0.319524750576	0.114
0.322484249841	0.114
0.325471160553	0.114
0.328485736603	0.114
0.331528234232	0.114
0.334598912055	0.114
0.337698031083	0.114
0.340825854742	0.114
0.343982648902	0.114
0.347168681893	0.114
0.350384224529	0.114
0.353629550136	0.114
0.356904934568	0.114
0.360210656236	0.114
0.363546996129	0.114
0.36691423784	0.114
0.370312667587	0.114
0.373742574239	0.114
0.377204249342	0.114
0.38069798714	0.114
0.384224084606	0.114
0.387782841459	0.114
0.391374560198	0.114
0.394999546122	0.114
0.398658107358	0.114
0.402350554887	0.114
0.40607720257	0.114
0.409838367176	0.114
0.413634368406	0.114
0.417465528925	0.114
0.421332174385	0.114
0.425234633453	0.114
0.429173237842	0.114
0.433148322338	0.114
0.437160224825	0.114
0.441209286319	0.114
0.445295850994	0.114
0.449420266212	0.114
0.453582882551	0.114
0.457784053838	0.114
0.462024137175	0.114
0.466303492974	0.114
0.470622484984	0.114
0.474981480323	0.114
0.479380849509	0.114
0.483820966493	0.114
0.488302208688	0.114
0.492824957004	0.114
0.497389595879	0.114
0.501996513311	0.114
0.506646100892	0.114
0.511338753841	0.114
0.516074871039	0.114
0.520854855058	0.114
0.525679112202	0.114
0.530548052537	0.114
0.535462089927	0.114
0.540421642071	0.114
0.545427130533	0.114
0.550478980785	0.114
0.55557762224	0.114
0.560723488285	0.114
0.565917016325	0.114
0.571158647813	0.114
0.576448828293	0.114
0.581788007434	0.114
0.587176639073	0.114
0.592615181248	0.114
0.598104096238	0.114
0.603643850608	0.114
0.60923491524	0.114
0.614877765381	0.114
0.620572880678	0.114
0.62632074522	0.114
0.632121847581	0.114
0.637976680861	0.114
0.643885742724	0.114
0.649849535447	0.114
0.655868565957	0.114
0.661943345877	0.114
0.66807439157	0.114
0.674262224178	0.114
0.680507369674	0.114
0.6868103589	0.114
0.693171727616	0.114
0.699592016544	0.114
0.706071771414	0.114
0.712611543011	0.114
0.719211887222	0.114
0.725873365082	0.114
0.732596542822	0.114
0.739381991918	0.114
0.746230289139	0.114
0.753142016597	0.114
0.760117761796	0.114
0.767158117678	0.114
0.774263682681	0.114
0.781435060784	0.114
0.788672861561	0.114
0.795977700231	0.114
0.803350197712	0.114
0.810790980673	0.114
0.818300681587	0.114
0.825879938784	0.114
0.83352939651	0.114
0.841249704974	0.114
0.849041520409	0.114
0.856905505127	0.114
0.864842327573	0.114
0.872852662385	0.114
0.880937190447	0.114
0.889096598953	0.114
0.897331581458	0.114
0.905642837945	0.114
0.914031074876	0.114
0.922497005259	0.114
0.931041348707	0.114
0.939664831495	0.114
0.948368186629	0.114
0.957152153899	0.114
0.966017479952	0.114
0.974964918348	0.114
0.983995229628	0.114
0.993109181375	0.114
1.00230754828	0.114
1.01159111222	0.114
1.02096066231	0.114
1.03041699495	0.114
1.03996091395	0.114
1.04959323056	0.114
1.05931476352	0.114
1.06912633917	0.114
1.07902879152	0.114
1.08902296226	0.114
1.09910970093	0.114
1.1092898649	0.114
1.11956431948	0.114
1.12993393803	0.114
1.14039960197	0.114
1.15096220089	0.114
1.16162263261	0.114
1.17238180329	0.114
1.18324062746	0.114
1.19420002813	0.114
1.20526093687	0.114
1.21642429386	0.114
1.22769104799	0.114
1.23906215695	0.114
1.25053858729	0.114
1.26212131452	0.114
1.27381132319	0.114
1.28560960694	0.114
1.29751716866	0.114
1.30953502048	0.114
1.32166418395	0.114
1.33390569004	0.114
1.3462605793	0.114
1.3587299019	0.114
1.37131471775	0.114
1.38401609657	0.114
1.39683511799	0.114
1.40977287163	0.114
1.42283045721	0.114
1.43600898465	0.114
1.44930957413	0.114
1.4627333562	0.114
1.47628147191	0.114
1.48995507285	0.114
1.5037553213	0.114
1.51768339028	0.114
1.5317404637	0.114
1.54592773642	0.114
1.56024641437	0.114
1.57469771464	0.114
1.58928286562	0.114
1.60400310706	0.114
1.61885969018	0.114
1.63385387781	0.114
1.64898694447	0.114
1.66426017649	0.114
1.67967487209	0.114
1.69523234155	0.114
1.71093390727	0.114
1.72678090388	0.114
1.74277467841	0.114
1.75891659033	0.114
1.77520801172	0.114
1.79165032736	0.114
1.80824493488	0.114
1.82499324482	0.114
1.8418966808	0.114
1.85895667964	0.114
1.87617469144	0.114
1.89355217976	0.114
1.91109062169	0.114
1.92879150802	0.114
1.94665634334	0.114
1.96468664618	0.114
1.98288394913	0.114
2.00124979897	0.114
2.01978575682	0.114
2.03849339825	0.114
2.05737431343	0.114
2.07643010726	0.114
2.09566239948	0.114
2.11507282487	0.114
2.13466303332	0.114
2.15443469003	0.114
2.1743894756	0.114
2.1945290862	0.114
2.21485523373	0.114
2.23536964591	0.114
2.2560740665	0.114
2.27697025538	0.114
2.29805998876	0.114
2.31934505927	0.114
2.34082727618	0.114
2.36250846548	0.114
2.38439047009	0.114
2.40647515002	0.114
2.42876438246	0.114
2.45126006203	0.114
2.47396410089	0.114
2.49687842888	0.114
2.52000499376	0.114
2.5433457613	0.114
2.56690271549	0.114
2.59067785869	0.114
2.6146732118	0.114
2.63889081446	0.114
2.66333272517	0.114
2.68800102154	0.114
2.71289780037	0.114
2.73802517793	0.114
2.76338529005	0.114
2.78898029238	0.114
2.81481236051	0.114
2.84088369018	0.114
2.86719649749	0.114
2.89375301905	0.114
2.92055551218	0.114
2.94760625512	0.114
2.97490754721	0.114
3.00246170909	0.114
3.03027108287	0.114
3.05833803238	0.114
3.08666494334	0.114
3.11525422356	0.114
3.14410830315	0.114
3.17322963473	0.114
3.20262069366	0.114
3.23228397818	0.114
3.26222200971	0.114
3.29243733301	0.114
3.3229325164	0.114
3.353710152	0.114
3.38477285595	0.114
3.41612326859	0.114
3.44776405473	0.114
3.47969790389	0.114
3.51192753045	0.114
3.54445567397	0.114
3.57728509937	0.114
3.61041859717	0.114
3.64385898376	0.114
3.6776091016	0.114
3.71167181948	0.114
3.74605003275	0.114
3.7807466636	0.114
3.81576466127	0.114
3.85110700233	0.114
3.88677669089	0.114
3.92277675893	0.114
3.95911026647	0.114
3.9957803019	0.114
4.03278998219	0.114
4.07014245322	0.114
4.10784088997	0.114
4.14588849683	0.114
4.1842885079	0.114
4.22304418721	0.114
4.26215882902	0.114
4.30163575811	0.114
4.34147833006	0.114
4.38168993151	0.114
4.42227398051	0.114
4.46323392671	0.114
4.50457325176	0.114
4.54629546953	0.114
4.58840412645	0.114
4.6309028018	0.114
4.67379510799	0.114
4.71708469092	0.114
4.76077523023	0.114
4.80487043966	0.114
4.84937406734	0.114
4.89428989611	0.114
4.93962174388	0.114
4.98537346387	0.114
5.03154894504	0.114
5.07815211233	0.114
5.12518692705	0.114
5.17265738722	0.114
5.22056752785	0.114
5.26892142135	0.114
5.31772317785	0.114
5.36697694554	0.114
5.41668691103	0.114
5.46685729972	0.114
5.51749237613	0.114
5.56859644429	0.114
5.62017384808	0.114
5.67222897164	0.114
5.7247662397	0.114
5.77779011797	0.114
5.83130511353	0.114
5.88531577519	0.114
5.93982669392	0.114
5.99484250319	0.114
6.05036787939	0.114
6.10640754223	0.114
6.16296625513	0.114
6.22004882563	0.114
6.27766010581	0.114
6.33580499266	0.114
6.39448842856	0.114
6.45371540165	0.114
6.51349094627	0.114
6.57382014341	0.114
6.63470812109	0.114
6.69616005485	0.114
6.75818116816	0.114
6.82077673287	0.114
6.88395206965	0.114
6.94771254846	0.114
7.01206358901	0.114
7.07701066118	0.114
7.14255928554	0.114
7.20871503378	0.114
7.2754835292	0.114
7.34287044717	0.114
7.41088151564	0.114
7.47952251562	0.114
7.54879928165	0.114
7.61871770232	0.114
7.68928372076	0.114
7.76050333513	0.114
7.83238259918	0.114
7.9049276227	0.114
