INDEX,EXPID,RA,DEC,MJD,EXPTIME,FILTER,LIM-MAG,CUM-AREA,CUM-LIKELIHOOD
00018,RINGS.V3.skycell.1446.001,138.94309,4.19717,57802.289755,45.0,i,21.55,03.99,00.01
00019,RINGS.V3.skycell.1446.011,138.94413,4.59721,57802.289755,45.0,i,21.54,04.20,00.01
00020,RINGS.V3.skycell.1446.031,138.94621,5.39768,57802.289755,45.0,i,21.48,04.41,00.01
00021,RINGS.V3.skycell.1446.041,138.94725,5.79803,57802.289755,45.0,i,21.55,04.62,00.01
00022,RINGS.V3.skycell.1357.087,138.99860,3.39983,57802.289755,45.0,i,21.45,04.83,00.01
00023,RINGS.V3.skycell.1446.010,139.34853,4.59630,57802.289755,45.0,i,21.48,05.04,00.01
00024,RINGS.V3.skycell.1446.020,139.34986,4.99641,57802.289755,45.0,i,21.47,05.25,00.01
00025,RINGS.V3.skycell.1446.040,139.35254,5.79687,57802.289755,45.0,i,21.38,05.46,00.01
00026,RINGS.V3.skycell.1446.050,139.35387,6.19715,57802.289755,45.0,i,21.18,05.67,00.01
00027,RINGS.V3.skycell.1357.096,139.39896,3.80003,57802.289755,45.0,i,21.46,05.88,00.01
00028,RINGS.V3.skycell.1447.049,139.74817,5.79687,57802.289755,45.0,i,21.36,06.29,00.01
00029,RINGS.V3.skycell.1447.039,139.74950,5.39661,57802.289755,45.0,i,21.47,06.50,00.01
00030,RINGS.V3.skycell.1447.029,139.75084,4.99641,57802.289755,45.0,i,21.46,06.71,00.01
00031,RINGS.V3.skycell.1447.019,139.75218,4.59630,57802.289755,45.0,i,21.46,07.13,00.01
00032,RINGS.V3.skycell.1447.009,139.75351,4.19633,57802.289755,45.0,i,21.41,07.34,00.01
00033,RINGS.V3.skycell.1447.038,140.15450,5.39768,57802.289755,45.0,i,21.13,07.55,00.01
00034,RINGS.V3.skycell.1447.018,140.15657,4.59721,57802.289755,45.0,i,21.37,07.76,00.01
00035,RINGS.V3.skycell.1446.072,138.54405,7.00006,57802.290403,45.0,i,20.93,07.97,00.01
00036,RINGS.V3.skycell.1446.082,138.54480,7.40030,57802.290403,45.0,i,21.24,08.18,00.02
00037,RINGS.V3.skycell.1446.061,138.94933,6.59873,57802.290403,45.0,i,21.33,08.39,00.02
00038,RINGS.V3.skycell.1446.071,138.95038,6.99901,57802.290403,45.0,i,21.38,08.60,00.02
00039,RINGS.V3.skycell.1446.091,138.95247,7.79925,57802.290403,45.0,i,21.50,08.81,00.02
00040,RINGS.V3.skycell.1535.000,139.34765,8.19329,57802.290403,45.0,i,21.53,09.02,00.02
00041,RINGS.V3.skycell.1446.040,139.35254,5.79687,57802.290403,45.0,i,20.68,09.02,00.02
00042,RINGS.V3.skycell.1446.050,139.35387,6.19715,57802.290403,45.0,i,21.35,09.02,00.02
00043,RINGS.V3.skycell.1446.070,139.35656,6.99762,57802.290403,45.0,i,21.38,09.23,00.02
00044,RINGS.V3.skycell.1446.080,139.35791,7.39772,57802.290403,45.0,i,21.46,09.44,00.02
00045,RINGS.V3.skycell.1447.099,139.74145,7.79769,57802.290403,45.0,i,21.52,09.65,00.02
00046,RINGS.V3.skycell.1447.089,139.74279,7.39772,57802.290403,45.0,i,21.47,09.86,00.02
00047,RINGS.V3.skycell.1447.079,139.74414,6.99762,57802.290403,45.0,i,21.44,10.28,00.02
00048,RINGS.V3.skycell.1447.069,139.74548,6.59741,57802.290403,45.0,i,21.46,10.49,00.02
00049,RINGS.V3.skycell.1447.059,139.74683,6.19715,57802.290403,45.0,i,21.48,10.70,00.02
00050,RINGS.V3.skycell.1447.049,139.74817,5.79687,57802.290403,45.0,i,21.42,10.70,00.02
00051,RINGS.V3.skycell.1536.019,139.75117,8.59346,57802.290403,45.0,i,21.39,10.91,00.02
00052,RINGS.V3.skycell.1536.009,139.75340,8.19329,57802.290403,45.0,i,21.53,11.33,00.02
00053,RINGS.V3.skycell.1447.098,140.14823,7.79925,57802.290403,45.0,i,21.48,11.54,00.02
00054,RINGS.V3.skycell.1447.078,140.15032,6.99901,57802.290403,45.0,i,21.25,11.75,00.02
00055,RINGS.V3.skycell.1447.068,140.15137,6.59873,57802.290403,45.0,i,21.49,11.96,00.02
00056,RINGS.V3.skycell.1447.048,140.15346,5.79802,57802.290403,45.0,i,21.38,12.17,00.02
00057,RINGS.V3.skycell.1536.008,140.15757,8.19490,57802.290403,45.0,i,21.45,12.38,00.02
00058,RINGS.V3.skycell.1447.087,140.55590,7.40030,57802.290403,45.0,i,21.45,12.59,00.02
00059,RINGS.V3.skycell.1447.077,140.55665,7.00006,57802.290403,45.0,i,21.48,12.80,00.02
00060,RINGS.V3.skycell.1447.057,140.55814,6.19931,57802.290403,45.0,i,21.41,13.01,00.03
00061,RINGS.V3.skycell.1447.047,140.55889,5.79889,57802.290403,45.0,i,21.33,13.22,00.03
00062,RINGS.V3.skycell.1536.017,140.56063,8.59642,57802.290403,45.0,i,21.33,13.43,00.03
00063,RINGS.V3.skycell.1536.007,140.56187,8.19611,57802.290403,45.0,i,21.45,13.64,00.03
00064,RINGS.V3.skycell.1447.096,140.96218,7.80119,57802.290403,45.0,i,21.46,13.85,00.03
00065,RINGS.V3.skycell.1447.076,140.96308,7.00076,57802.290403,45.0,i,21.44,14.06,00.03
00066,RINGS.V3.skycell.1447.066,140.96352,6.60037,57802.290403,45.0,i,21.42,14.27,00.03
00067,RINGS.V3.skycell.1536.006,140.96628,8.19691,57802.290403,45.0,i,21.33,14.48,00.03
00068,RINGS.V3.skycell.1447.085,141.36941,7.40141,57802.290403,45.0,i,21.34,14.69,00.03
00069,RINGS.V3.skycell.1447.075,141.36956,7.00110,57802.290403,45.0,i,21.37,14.90,00.03
00070,RINGS.V3.skycell.1447.074,141.77607,7.00110,57802.290403,45.0,i,21.07,15.11,00.03
00071,RINGS.V3.skycell.1536.038,140.15234,9.39604,57802.291046,45.0,i,21.40,15.32,00.03
00072,RINGS.V3.skycell.1536.028,140.15409,8.99555,57802.291046,45.0,i,21.35,15.53,00.03
00073,RINGS.V3.skycell.1536.047,140.55689,9.79804,57802.291046,45.0,i,21.48,15.74,00.03
00074,RINGS.V3.skycell.1536.037,140.55814,9.39743,57802.291046,45.0,i,21.46,15.95,00.03
00075,RINGS.V3.skycell.1536.017,140.56063,8.59642,57802.291046,45.0,i,21.35,15.95,00.03
00076,RINGS.V3.skycell.1536.056,140.96254,10.19968,57802.291046,45.0,i,21.54,16.16,00.03
00077,RINGS.V3.skycell.1536.036,140.96404,9.39835,57802.291046,45.0,i,21.42,16.37,00.03
00078,RINGS.V3.skycell.1536.026,140.96479,8.99776,57802.291046,45.0,i,21.37,16.58,00.03
00079,RINGS.V3.skycell.1536.006,140.96628,8.19691,57802.291046,45.0,i,21.36,16.58,00.03
00080,RINGS.V3.skycell.1536.075,141.36900,11.00146,57802.291046,45.0,i,21.25,16.79,00.03
00081,RINGS.V3.skycell.1536.065,141.36925,10.60085,57802.291046,45.0,i,21.49,17.00,00.03
00082,RINGS.V3.skycell.1536.045,141.36975,9.79949,57802.291046,45.0,i,21.55,17.21,00.03
00083,RINGS.V3.skycell.1536.035,141.37000,9.39882,57802.291046,45.0,i,21.43,17.42,00.03
00084,RINGS.V3.skycell.1536.015,141.37050,8.59769,57802.291046,45.0,i,21.50,17.63,00.03
00085,RINGS.V3.skycell.1536.005,141.37075,8.19732,57802.291046,45.0,i,21.43,17.83,00.04
00086,RINGS.V3.skycell.1536.004,141.77524,8.19732,57802.291046,45.0,i,21.48,18.04,00.04
00087,RINGS.V3.skycell.1536.024,141.77573,8.99821,57802.291046,45.0,i,21.52,18.25,00.04
00088,RINGS.V3.skycell.1536.034,141.77598,9.39882,57802.291046,45.0,i,21.18,18.46,00.04
00089,RINGS.V3.skycell.1447.094,141.77637,7.80158,57802.291046,45.0,i,21.12,18.67,00.04
00090,RINGS.V3.skycell.1536.054,141.77649,10.20018,57802.291046,45.0,i,21.45,18.88,00.04
00091,RINGS.V3.skycell.1536.074,141.77699,11.00146,57802.291046,45.0,i,21.30,19.09,00.04
00092,RINGS.V3.skycell.1536.003,142.17971,8.19691,57802.291046,45.0,i,21.44,19.30,00.04
00093,RINGS.V3.skycell.1536.013,142.18045,8.59727,57802.291046,45.0,i,21.50,19.51,00.04
00094,RINGS.V3.skycell.1536.023,142.18120,8.99776,57802.291046,45.0,i,21.46,19.72,00.04
00095,RINGS.V3.skycell.1536.033,142.18195,9.39835,57802.291046,45.0,i,21.48,20.14,00.04
00096,RINGS.V3.skycell.1536.043,142.18270,9.79901,57802.291046,45.0,i,21.44,20.35,00.04
00097,RINGS.V3.skycell.1536.053,142.18345,10.19968,57802.291046,45.0,i,21.51,20.56,00.04
00098,RINGS.V3.skycell.1536.063,142.18420,10.60033,57802.291046,45.0,i,21.39,20.77,00.04
00099,RINGS.V3.skycell.1536.073,142.18496,11.00092,57802.291046,45.0,i,21.08,21.19,00.04
00100,RINGS.V3.skycell.1536.012,142.58535,8.59642,57802.291046,45.0,i,21.42,21.40,00.04
00101,RINGS.V3.skycell.1536.032,142.58785,9.39743,57802.291046,45.0,i,21.51,21.61,00.04
00102,RINGS.V3.skycell.1536.042,142.58910,9.79804,57802.291046,45.0,i,21.51,21.82,00.04
00103,RINGS.V3.skycell.1536.062,142.59161,10.59928,57802.291046,45.0,i,21.35,22.03,00.04
00104,RINGS.V3.skycell.1536.021,142.99190,8.99555,57802.291046,45.0,i,21.38,22.24,00.05
00105,RINGS.V3.skycell.1536.031,142.99365,9.39604,57802.291046,45.0,i,21.38,22.45,00.05
00106,RINGS.V3.skycell.1536.051,142.99715,10.19716,57802.291046,45.0,i,21.41,22.66,00.05
00107,RINGS.V3.skycell.1447.064,141.77592,6.60070,57802.291690,45.0,i,21.31,22.87,00.05
00108,RINGS.V3.skycell.1447.074,141.77607,7.00110,57802.291690,45.0,i,21.41,22.87,00.05
00109,RINGS.V3.skycell.1536.003,142.17971,8.19691,57802.291690,45.0,i,21.56,22.87,00.05
00110,RINGS.V3.skycell.1447.043,142.18122,5.79947,57802.291690,45.0,i,21.28,23.08,00.05
00111,RINGS.V3.skycell.1447.053,142.18167,6.19993,57802.291690,45.0,i,21.29,23.29,00.05
00112,RINGS.V3.skycell.1447.063,142.18211,6.60037,57802.291690,45.0,i,21.31,23.50,00.05
00113,RINGS.V3.skycell.1447.073,142.18256,7.00076,57802.291690,45.0,i,21.37,23.92,00.05
00114,RINGS.V3.skycell.1447.083,142.18301,7.40104,57802.291690,45.0,i,21.50,24.13,00.05
00115,RINGS.V3.skycell.1447.093,142.18346,7.80119,57802.291690,45.0,i,21.49,24.34,00.05
00116,RINGS.V3.skycell.1536.002,142.58411,8.19611,57802.291690,45.0,i,21.48,24.76,00.05
00117,RINGS.V3.skycell.1447.042,142.58675,5.79889,57802.291690,45.0,i,21.36,24.97,00.05
00118,RINGS.V3.skycell.1447.052,142.58750,6.19931,57802.291690,45.0,i,21.38,25.18,00.05
00119,RINGS.V3.skycell.1447.072,142.58899,7.00006,57802.291690,45.0,i,21.42,25.39,00.05
00120,RINGS.V3.skycell.1447.082,142.58974,7.40030,57802.291690,45.0,i,21.48,25.60,00.05
00121,RINGS.V3.skycell.1536.001,142.98842,8.19490,57802.291690,45.0,i,21.39,25.81,00.05
00122,RINGS.V3.skycell.1447.031,142.99114,5.39768,57802.291690,45.0,i,20.55,26.02,00.05
00123,RINGS.V3.skycell.1447.041,142.99218,5.79803,57802.291690,45.0,i,21.37,26.23,00.05
00124,RINGS.V3.skycell.1447.061,142.99427,6.59873,57802.291690,45.0,i,21.39,26.44,00.05
00125,RINGS.V3.skycell.1447.071,142.99532,6.99901,57802.291690,45.0,i,21.16,26.65,00.05
00126,RINGS.V3.skycell.1447.091,142.99741,7.79925,57802.291690,45.0,i,21.46,26.86,00.05
00127,RINGS.V3.skycell.1536.000,143.39259,8.19329,57802.291690,45.0,i,21.39,27.07,00.05
00128,RINGS.V3.skycell.1536.010,143.39482,8.59346,57802.291690,45.0,i,20.89,27.28,00.05
00129,RINGS.V3.skycell.1447.040,143.39747,5.79687,57802.291690,45.0,i,21.45,27.49,00.05
00130,RINGS.V3.skycell.1447.050,143.39881,6.19715,57802.291690,45.0,i,21.46,27.70,00.05
00131,RINGS.V3.skycell.1447.070,143.40150,6.99762,57802.291690,45.0,i,21.39,27.91,00.05
00132,RINGS.V3.skycell.1447.080,143.40284,7.39772,57802.291690,45.0,i,21.41,28.12,00.05
00133,RINGS.V3.skycell.1448.099,143.78640,7.79769,57802.291690,45.0,i,21.39,28.33,00.05
00134,RINGS.V3.skycell.1448.079,143.78909,6.99762,57802.291690,45.0,i,21.41,28.54,00.05
00135,RINGS.V3.skycell.1448.069,143.79044,6.59741,57802.291690,45.0,i,21.41,28.75,00.05
00136,RINGS.V3.skycell.1448.049,143.79312,5.79687,57802.291690,45.0,i,21.38,28.96,00.05
00137,RINGS.V3.skycell.1537.009,143.79835,8.19329,57802.291690,45.0,i,21.33,29.17,00.05
00138,RINGS.V3.skycell.1448.088,144.19423,7.39920,57802.291690,45.0,i,21.38,29.38,00.05
00139,RINGS.V3.skycell.1448.078,144.19527,6.99901,57802.291690,45.0,i,21.31,29.59,00.05
00140,RINGS.V3.skycell.1448.058,144.19736,6.19839,57802.291690,45.0,i,21.33,29.79,00.05
00141,RINGS.V3.skycell.1448.077,144.60160,7.00006,57802.291690,45.0,i,21.23,30.00,00.05
00142,RINGS.V3.skycell.1448.067,144.60235,6.59971,57802.291690,45.0,i,20.95,30.21,00.05
00143,RINGS.V3.skycell.1536.021,142.99190,8.99555,57802.292333,45.0,i,20.85,30.21,00.05
00144,RINGS.V3.skycell.1536.031,142.99365,9.39604,57802.292333,45.0,i,21.17,30.21,00.05
00145,RINGS.V3.skycell.1536.010,143.39482,8.59346,57802.292333,45.0,i,21.37,30.21,00.05
00146,RINGS.V3.skycell.1536.030,143.39930,9.39419,57802.292333,45.0,i,21.46,30.42,00.05
00147,RINGS.V3.skycell.1536.040,143.40155,9.79466,57802.292333,45.0,i,21.50,30.63,00.05
00148,RINGS.V3.skycell.1537.059,143.78713,10.19514,57802.292333,45.0,i,21.53,30.84,00.05
00149,RINGS.V3.skycell.1537.039,143.79164,9.39419,57802.292333,45.0,i,21.43,31.05,00.05
00150,RINGS.V3.skycell.1537.029,143.79388,8.99378,57802.292333,45.0,i,21.35,31.26,00.05
00151,RINGS.V3.skycell.1537.009,143.79835,8.19329,57802.292333,45.0,i,21.42,31.26,00.05
00152,RINGS.V3.skycell.1537.068,144.19203,10.59771,57802.292333,45.0,i,21.38,31.47,00.05
00153,RINGS.V3.skycell.1537.048,144.19554,9.79659,57802.292333,45.0,i,21.51,31.68,00.05
00154,RINGS.V3.skycell.1537.038,144.19729,9.39604,57802.292333,45.0,i,21.43,31.89,00.05
00155,RINGS.V3.skycell.1537.018,144.20078,8.59515,57802.292333,45.0,i,21.46,32.10,00.05
00156,RINGS.V3.skycell.1537.008,144.20252,8.19490,57802.292333,45.0,i,21.46,32.31,00.05
00157,RINGS.V3.skycell.1448.097,144.60010,7.80041,57802.292333,45.0,i,21.54,32.52,00.05
00158,RINGS.V3.skycell.1537.057,144.60059,10.19867,57802.292333,45.0,i,21.46,32.73,00.05
00159,RINGS.V3.skycell.1537.037,144.60309,9.39743,57802.292333,45.0,i,21.19,32.94,00.05
00160,RINGS.V3.skycell.1537.027,144.60434,8.99688,57802.292333,45.0,i,21.42,33.15,00.05
00161,RINGS.V3.skycell.1537.007,144.60683,8.19611,57802.292333,45.0,i,21.48,33.36,00.05
00162,RINGS.V3.skycell.1537.066,145.00674,10.60033,57802.292333,45.0,i,21.30,33.57,00.05
00163,RINGS.V3.skycell.1448.096,145.00713,7.80119,57802.292333,45.0,i,21.16,33.78,00.05
00164,RINGS.V3.skycell.1537.056,145.00749,10.19968,57802.292333,45.0,i,21.43,33.99,00.05
00165,RINGS.V3.skycell.1537.046,145.00824,9.79901,57802.292333,45.0,i,21.40,34.20,00.05
00166,RINGS.V3.skycell.1537.036,145.00899,9.39835,57802.292333,45.0,i,21.42,34.62,00.05
00167,RINGS.V3.skycell.1537.026,145.00974,8.99776,57802.292333,45.0,i,21.47,34.83,00.05
00168,RINGS.V3.skycell.1537.016,145.01049,8.59727,57802.292333,45.0,i,21.52,35.04,00.05
00169,RINGS.V3.skycell.1537.006,145.01123,8.19691,57802.292333,45.0,i,21.43,35.46,00.05
00170,RINGS.V3.skycell.1537.065,145.41420,10.60085,57802.292333,45.0,i,21.13,35.67,00.05
00171,RINGS.V3.skycell.1537.045,145.41470,9.79949,57802.292333,45.0,i,21.41,35.88,00.05
00172,RINGS.V3.skycell.1537.035,145.41495,9.39882,57802.292333,45.0,i,21.44,36.09,00.05
00173,RINGS.V3.skycell.1537.015,145.41545,8.59769,57802.292333,45.0,i,21.47,36.30,00.05
00174,RINGS.V3.skycell.1537.005,145.41570,8.19732,57802.292333,45.0,i,21.42,36.51,00.05
00175,RINGS.V3.skycell.1537.024,145.82069,8.99821,57802.292333,45.0,i,21.42,36.72,00.05
00176,RINGS.V3.skycell.1537.034,145.82094,9.39882,57802.292333,45.0,i,21.37,36.93,00.05
00177,RINGS.V3.skycell.1537.054,145.82144,10.20018,57802.292333,45.0,i,21.24,37.14,00.05
00178,RINGS.V3.skycell.1537.033,146.22690,9.39835,57802.292333,45.0,i,20.85,37.35,00.05
00179,RINGS.V3.skycell.1625.008,141.74999,12.19260,57802.292977,45.0,i,21.31,37.56,00.06
00180,RINGS.V3.skycell.1536.084,141.77724,11.40198,57802.292977,45.0,i,21.25,37.77,00.06
00181,RINGS.V3.skycell.1625.007,142.15898,12.19441,57802.292977,45.0,i,21.47,37.98,00.06
00182,RINGS.V3.skycell.1536.073,142.18496,11.00092,57802.292977,45.0,i,21.25,37.98,00.06
00183,RINGS.V3.skycell.1536.083,142.18572,11.40141,57802.292977,45.0,i,21.23,38.19,00.06
00184,RINGS.V3.skycell.1536.093,142.18648,11.80177,57802.292977,45.0,i,21.40,38.40,00.06
00185,RINGS.V3.skycell.1625.026,142.56594,12.99702,57802.292977,45.0,i,21.53,38.61,00.06
00186,RINGS.V3.skycell.1625.016,142.56700,12.59625,57802.292977,45.0,i,21.52,38.82,00.06
00187,RINGS.V3.skycell.1625.006,142.56807,12.19561,57802.292977,45.0,i,21.51,39.24,00.06
00188,RINGS.V3.skycell.1536.062,142.59161,10.59928,57802.292977,45.0,i,21.36,39.24,00.06
00189,RINGS.V3.skycell.1536.072,142.59287,10.99983,57802.292977,45.0,i,21.44,39.45,00.06
00190,RINGS.V3.skycell.1536.092,142.59540,11.80060,57802.292977,45.0,i,21.38,39.66,00.06
00191,RINGS.V3.skycell.1625.035,142.97615,13.39855,57802.292977,45.0,i,21.10,39.87,00.06
00192,RINGS.V3.skycell.1625.015,142.97687,12.59687,57802.292977,45.0,i,21.50,40.08,00.06
00193,RINGS.V3.skycell.1625.005,142.97722,12.19622,57802.292977,45.0,i,21.46,40.29,00.06
00194,RINGS.V3.skycell.1536.071,143.00067,10.99820,57802.292977,45.0,i,21.45,40.50,00.06
00195,RINGS.V3.skycell.1536.081,143.00244,11.39859,57802.292977,45.0,i,21.42,40.71,00.06
00196,RINGS.V3.skycell.1625.004,143.38640,12.19622,57802.292977,45.0,i,21.45,40.92,00.06
00197,RINGS.V3.skycell.1625.024,143.38711,12.99766,57802.292977,45.0,i,21.44,41.13,00.06
00198,RINGS.V3.skycell.1625.034,143.38746,13.39855,57802.292977,45.0,i,20.96,41.34,00.06
00199,RINGS.V3.skycell.1536.060,143.40607,10.59561,57802.292977,45.0,i,21.42,41.55,00.06
00200,RINGS.V3.skycell.1536.070,143.40833,10.99602,57802.292977,45.0,i,21.39,41.75,00.07
00201,RINGS.V3.skycell.1536.090,143.41288,11.79651,57802.292977,45.0,i,21.24,41.96,00.07
00202,RINGS.V3.skycell.1537.089,143.78034,11.39634,57802.292977,45.0,i,21.45,42.17,00.07
00203,RINGS.V3.skycell.1537.079,143.78261,10.99602,57802.292977,45.0,i,21.45,42.38,00.07
00204,RINGS.V3.skycell.1625.003,143.79555,12.19561,57802.292977,45.0,i,21.38,42.59,00.07
00205,RINGS.V3.skycell.1625.013,143.79661,12.59625,57802.292977,45.0,i,21.45,42.80,00.07
00206,RINGS.V3.skycell.1537.098,144.18673,11.79885,57802.292977,45.0,i,21.43,43.01,00.07
00207,RINGS.V3.skycell.1537.078,144.19027,10.99820,57802.292977,45.0,i,21.33,43.22,00.07
00208,RINGS.V3.skycell.1625.002,144.20464,12.19441,57802.292977,45.0,i,21.42,43.43,00.07
00209,RINGS.V3.skycell.1625.022,144.20819,12.99573,57802.292977,45.0,i,21.23,43.64,00.07
00210,RINGS.V3.skycell.1537.087,144.59681,11.40028,57802.292977,45.0,i,21.25,43.85,00.07
00211,RINGS.V3.skycell.1625.001,144.61363,12.19260,57802.292977,45.0,i,21.32,44.06,00.07
00212,RINGS.V3.skycell.1625.011,144.61611,12.59313,57802.292977,45.0,i,21.15,44.27,00.07
00213,RINGS.V3.skycell.1624.051,140.53523,14.19623,57802.293623,45.0,i,21.40,44.48,00.07
00214,RINGS.V3.skycell.1624.061,140.53775,14.59705,57802.293623,45.0,i,21.54,44.69,00.07
00215,RINGS.V3.skycell.1624.030,140.94117,13.39190,57802.293623,45.0,i,21.34,44.90,00.07
00216,RINGS.V3.skycell.1624.040,140.94440,13.79264,57802.293623,45.0,i,21.30,45.11,00.07
00217,RINGS.V3.skycell.1624.060,140.95088,14.59414,57802.293623,45.0,i,21.51,45.32,00.07
00218,RINGS.V3.skycell.1624.070,140.95413,14.99482,57802.293623,45.0,i,21.54,45.53,00.07
00219,RINGS.V3.skycell.1625.089,141.31532,15.39541,57802.293623,45.0,i,21.48,45.74,00.07
00220,RINGS.V3.skycell.1625.069,141.32184,14.59414,57802.293623,45.0,i,21.51,45.95,00.07
00221,RINGS.V3.skycell.1625.059,141.32509,14.19340,57802.293623,45.0,i,21.42,46.16,00.07
00222,RINGS.V3.skycell.1625.039,141.33155,13.39190,57802.293623,45.0,i,21.49,46.37,00.07
00223,RINGS.V3.skycell.1625.029,141.33476,12.99122,57802.293623,45.0,i,21.45,46.58,00.07
00224,RINGS.V3.skycell.1625.098,141.72734,15.79901,57802.293623,45.0,i,21.34,46.79,00.07
00225,RINGS.V3.skycell.1625.078,141.73243,14.99781,57802.293623,45.0,i,21.49,47.00,00.07
00226,RINGS.V3.skycell.1625.068,141.73497,14.59705,57802.293623,45.0,i,21.41,47.21,00.07
00227,RINGS.V3.skycell.1625.048,141.74001,13.79538,57802.293623,45.0,i,21.51,47.42,00.07
00228,RINGS.V3.skycell.1625.038,141.74252,13.39456,57802.293623,45.0,i,21.50,47.63,00.07
00229,RINGS.V3.skycell.1625.087,142.14462,15.40079,57802.293623,45.0,i,21.44,47.84,00.07
00230,RINGS.V3.skycell.1625.067,142.14824,14.59923,57802.293623,45.0,i,21.45,48.05,00.07
00231,RINGS.V3.skycell.1625.057,142.15005,14.19835,57802.293623,45.0,i,21.41,48.26,00.07
00232,RINGS.V3.skycell.1625.037,142.15364,13.39655,57802.293623,45.0,i,21.50,48.47,00.07
00233,RINGS.V3.skycell.1625.027,142.15542,12.99573,57802.293623,45.0,i,21.50,48.68,00.07
00234,RINGS.V3.skycell.1625.096,142.55835,15.80296,57802.293623,45.0,i,21.08,48.89,00.07
00235,RINGS.V3.skycell.1625.086,142.55945,15.40233,57802.293623,45.0,i,21.38,49.10,00.07
00236,RINGS.V3.skycell.1625.076,142.56054,15.00156,57802.293623,45.0,i,21.50,49.31,00.07
00237,RINGS.V3.skycell.1625.066,142.56163,14.60069,57802.293623,45.0,i,21.46,49.73,00.07
00238,RINGS.V3.skycell.1625.056,142.56271,14.19976,57802.293623,45.0,i,21.44,49.94,00.07
00239,RINGS.V3.skycell.1625.046,142.56379,13.79881,57802.293623,45.0,i,21.53,50.15,00.07
00240,RINGS.V3.skycell.1625.036,142.56486,13.39788,57802.293623,45.0,i,21.52,50.57,00.07
00241,RINGS.V3.skycell.1625.026,142.56594,12.99702,57802.293623,45.0,i,21.26,50.57,00.07
00242,RINGS.V3.skycell.1625.075,142.97471,15.00230,57802.293623,45.0,i,21.50,50.78,00.07
00243,RINGS.V3.skycell.1625.065,142.97507,14.60141,57802.293623,45.0,i,21.50,50.99,00.07
00244,RINGS.V3.skycell.1625.045,142.97579,13.79950,57802.293623,45.0,i,21.44,51.20,00.08
00245,RINGS.V3.skycell.1625.035,142.97615,13.39855,57802.293623,45.0,i,21.29,51.20,00.08
00246,RINGS.V3.skycell.1625.054,143.38818,14.20047,57802.293623,45.0,i,21.32,51.41,00.08
00247,RINGS.V3.skycell.1625.064,143.38854,14.60141,57802.293623,45.0,i,21.34,51.62,00.08
00248,RINGS.V3.skycell.1625.034,143.38746,13.39855,57802.294267,45.0,i,21.07,51.62,00.08
00249,RINGS.V3.skycell.1625.054,143.38818,14.20047,57802.294267,45.0,i,21.43,51.62,00.08
00250,RINGS.V3.skycell.1625.064,143.38854,14.60141,57802.294267,45.0,i,21.51,51.62,00.08
00251,RINGS.V3.skycell.1625.033,143.79875,13.39788,57802.294267,45.0,i,21.21,51.83,00.08
00252,RINGS.V3.skycell.1625.043,143.79983,13.79881,57802.294267,45.0,i,21.26,52.04,00.08
00253,RINGS.V3.skycell.1625.063,143.80199,14.60069,57802.294267,45.0,i,21.50,52.25,00.08
00254,RINGS.V3.skycell.1625.073,143.80308,15.00156,57802.294267,45.0,i,21.54,52.46,00.08
00255,RINGS.V3.skycell.1625.022,144.20819,12.99573,57802.294267,45.0,i,21.38,52.46,00.08
