INDEX,EXPID,RA,DEC,MJD,EXPTIME,FILTER,LIM-MAG,CUM-AREA,CUM-LIKELIHOOD
00064,TA056N32,56.02557,32.94965,57384.358866,30.0,o,18.04,541.49,00.17
00065,TA057N42,57.60811,42.90956,57384.359479,30.0,o,18.03,544.54,00.17
00066,TA060N37,60.47190,37.34030,57384.360754,30.0,o,17.90,546.24,00.17
00067,TA064N42,65.04202,42.30047,57384.362008,30.0,o,17.89,547.98,00.17
00068,TA071N42,71.65733,42.60182,57384.365035,30.0,o,18.04,574.75,00.17
00069,TA071N42,71.86558,42.30141,57384.371788,30.0,o,17.87,577.09,00.17
00070,TA064N42,64.43112,42.90105,57384.373009,30.0,o,18.03,578.52,00.17
00071,TA060N37,59.90202,37.93969,57384.375486,30.0,o,17.99,578.52,00.17
00072,TA053N37,53.37727,37.04858,57384.376100,30.0,o,18.02,578.52,00.17
00073,TA056N32,55.84370,32.04892,57384.376736,30.0,o,18.01,580.02,00.17
00074,TA050N32,49.92177,32.06729,57384.377361,30.0,o,18.08,580.44,00.17
00075,TA060N37,59.70652,37.04011,57384.384722,30.0,o,18.04,581.16,00.17
00076,TA071N42,71.25085,42.89970,57384.387199,30.0,o,18.03,582.61,00.17
00077,TA064N42,64.22531,41.99905,57384.387859,30.0,o,18.03,583.44,00.17
00078,TA057N42,57.40087,42.00803,57384.388484,30.0,o,18.01,584.06,00.17
00079,TA071N42,71.03467,41.99902,57384.400440,30.0,o,18.03,585.59,00.17
00080,TA042N27,42.39570,27.65879,57385.302685,30.0,o,18.32,585.59,00.17
00081,TA044N32,44.55055,32.67929,57385.307778,30.0,o,18.32,585.59,00.17
00082,TA047N27,48.01721,27.65854,57385.310498,30.0,o,18.35,585.59,00.17
00083,TA050N32,50.47198,32.67006,57385.313646,30.0,o,18.30,585.59,00.17
00084,TA053N37,53.94992,37.64996,57385.315579,30.0,o,18.25,585.59,00.17
00085,TA047N37,47.61568,37.66824,57385.317442,30.0,o,18.24,585.59,00.17
00086,TA044N32,44.72905,32.37802,57385.318056,30.0,o,18.27,585.59,00.17
00087,TA042N27,42.56321,27.35715,57385.320069,30.0,o,18.23,585.59,00.17
00088,TA047N27,48.18559,27.35766,57385.327141,30.0,o,18.24,585.60,00.17
00089,TA056N32,56.38276,32.65089,57385.329074,30.0,o,18.19,585.60,00.17
00090,TA057N42,58.02692,42.60975,57385.331632,30.0,o,18.20,585.60,00.17
00091,TA050N32,50.64906,32.36888,57385.332245,30.0,o,18.24,585.60,00.17
00092,TA047N37,47.80295,37.36810,57385.335023,30.0,o,18.20,585.60,00.17
00093,TA042N27,42.05153,27.95702,57385.335637,30.0,o,18.21,585.60,00.17
00094,TA060N37,60.28906,37.64098,57385.336968,30.0,o,18.17,585.60,00.17
00095,TA064N42,64.84649,42.60152,57385.342222,30.0,o,18.19,585.60,00.17
00096,TA056N32,56.55729,32.34838,57385.346933,30.0,o,18.17,585.60,00.17
00097,TA047N37,47.22928,37.96764,57385.348808,30.0,o,18.17,585.60,00.17
00098,TA050N32,50.10529,32.96810,57385.349433,30.0,o,18.18,585.60,00.17
00099,TA047N27,47.67000,27.95729,57385.350046,30.0,o,18.21,585.60,00.17
00100,TA044N32,44.18288,32.97660,57385.350660,30.0,o,18.18,585.60,00.17
00101,TA042N27,41.87715,27.05620,57385.351887,30.0,o,18.14,585.62,00.17
00102,TA047N27,47.49665,27.05901,57385.355775,30.0,o,18.14,585.62,00.17
00103,TA044N32,43.99891,32.07772,57385.356400,30.0,o,18.12,585.62,00.17
00104,TA050N32,49.92197,32.06882,57385.357025,30.0,o,18.12,585.62,00.17
00105,TA056N32,56.02590,32.94871,57385.358252,30.0,o,18.11,585.62,00.17
00106,TA053N37,53.55912,37.94858,57385.358866,30.0,o,18.13,585.62,00.17
00107,TA057N42,57.60849,42.90809,57385.360718,30.0,o,18.18,585.62,00.17
00108,TA071N42,71.65661,42.59984,57385.363819,30.0,o,18.16,585.62,00.17
00109,TA064N42,64.42613,42.89962,57385.389977,30.0,o,18.22,585.62,00.17
00110,TA047N37,47.03252,37.06790,57385.391215,30.0,o,18.13,585.63,00.17
00111,TA060N37,59.89753,37.93965,57385.393113,30.0,o,18.17,585.63,00.17
00112,TA053N37,53.37422,37.04817,57385.393750,30.0,o,18.13,585.63,00.17
00113,TA056N32,55.84113,32.04741,57385.395000,30.0,o,18.13,585.63,00.17
00114,TA060N37,59.70447,37.03774,57385.401644,30.0,o,18.14,585.64,00.17
00115,TA071N42,71.24753,42.89895,57385.404144,30.0,o,18.19,585.64,00.17
00116,TA064N42,64.22181,41.99804,57385.404815,30.0,o,18.20,585.64,00.17
00117,TA057N42,57.39865,42.00733,57385.406065,30.0,o,18.17,585.66,00.17
00118,TA071N42,71.03045,41.99938,57385.417245,30.0,o,18.20,585.66,00.17
00119,TA062N47,62.59011,47.66095,57386.326296,30.0,o,18.46,611.56,00.18
00120,TA069N47,69.88217,47.65818,57386.339965,30.0,o,18.46,634.72,00.20
00121,TA069N52,69.77290,52.70694,57386.346250,30.0,o,18.36,662.45,00.21
00122,TA077N47,77.18010,47.69941,57386.359109,30.0,o,18.37,688.60,00.22
00123,TA084N47,84.52105,47.73208,57386.367176,30.0,o,18.32,715.67,00.22
00124,TA062N47,62.29267,47.88065,57386.369942,30.0,o,18.26,717.77,00.22
00125,TA069N47,69.58791,47.88060,57386.371204,30.0,o,18.35,717.77,00.22
00126,TA077N52,77.91065,52.74633,57386.372998,30.0,o,18.36,742.41,00.24
00127,TA069N52,69.44664,52.93118,57386.375590,30.0,o,18.28,744.48,00.24
00128,TA077N52,78.16090,52.44615,57386.377083,30.0,o,18.37,745.16,00.24
00129,TA085N52,86.05117,52.77524,57386.378958,30.0,o,18.33,769.74,00.26
00130,TA087N57,87.93932,57.83335,57386.379595,30.0,o,18.29,797.77,00.27
00131,TA062N47,62.06677,46.98108,57386.383009,30.0,o,18.24,798.38,00.27
00132,TA069N52,69.19086,52.03104,57386.390556,30.0,o,18.23,799.02,00.27
00133,TA069N47,69.35969,46.98003,57386.394410,30.0,o,18.32,799.02,00.27
00134,TA077N47,76.88651,47.92046,57386.395660,30.0,o,18.36,799.02,00.27
00135,TA084N47,84.73721,47.43992,57386.397766,30.0,o,18.32,801.37,00.27
00136,TA097N57,97.25667,57.83369,57386.398380,30.0,o,18.26,828.59,00.28
00137,TA094N52,94.19947,52.79548,57386.399016,30.0,o,18.32,853.46,00.29
00138,TA087N57,88.21279,57.53589,57386.399630,30.0,o,18.28,853.46,00.29
00139,TA085N52,86.28563,52.47778,57386.400243,30.0,o,18.32,853.76,00.29
00140,TA077N52,77.58531,52.97065,57386.402176,30.0,o,18.32,854.91,00.29
00141,TA085N52,85.72361,53.00176,57386.402789,30.0,o,18.33,855.04,00.29
00142,TA087N57,87.58407,58.06107,57386.403588,30.0,o,18.30,857.13,00.29
00143,TA094N52,94.45275,52.49445,57386.404907,30.0,o,18.32,859.48,00.29
00144,TA103N62,103.74610,62.83152,57386.405521,30.0,o,18.26,888.39,00.29
00145,TA097N57,97.54128,57.53388,57386.406134,30.0,o,18.26,889.68,00.29
00146,TA106N57,106.48496,57.78174,57386.406759,30.0,o,18.25,914.38,00.30
00147,TA102N52,102.40513,52.77344,57386.407373,30.0,o,18.33,938.19,00.30
00148,TA084N47,84.22044,47.96189,57386.408530,30.0,o,18.34,938.19,00.30
00149,TA077N52,77.33124,52.07001,57386.414005,30.0,o,18.31,938.19,00.30
00150,TA085N52,85.46662,52.10262,57386.417234,30.0,o,18.33,938.36,00.30
00151,TA087N57,87.29403,57.16151,57386.417870,30.0,o,18.29,939.00,00.30
00152,TA084N47,83.99362,47.05989,57386.421493,30.0,o,18.33,941.27,00.30
00153,TA110N52,110.62149,52.74301,57386.424641,30.0,o,18.31,967.52,00.31
00154,TA115N57,115.57117,57.72964,57386.425266,30.0,o,18.25,993.02,00.31
00155,TA106N57,106.75813,57.48448,57386.425880,30.0,o,18.29,993.02,00.31
00156,TA114N62,114.84463,62.80099,57386.426493,30.0,o,18.23,1018.50,00.32
00157,TA102N52,102.63817,52.47702,57386.427118,30.0,o,18.35,1020.06,00.32
00158,TA103N62,104.05659,62.53390,57386.427731,30.0,o,18.28,1020.06,00.32
00159,TA097N57,96.68870,58.13680,57386.428356,30.0,o,18.27,1020.84,00.32
00160,TA094N52,93.70140,53.09884,57386.429167,30.0,o,18.34,1020.84,00.32
00161,TA103N62,103.07249,63.13379,57386.430394,30.0,o,18.29,1023.91,00.32
00162,TA102N52,101.89805,53.07670,57386.432222,30.0,o,18.36,1023.91,00.32
00163,TA114N62,115.17633,62.50186,57386.433449,30.0,o,18.24,1024.63,00.32
00164,TA106N57,105.91487,58.08538,57386.434074,30.0,o,18.29,1024.63,00.32
00165,TA110N52,110.86035,52.44509,57386.434688,30.0,o,18.32,1026.90,00.32
00166,TA094N52,93.62529,52.12024,57386.441806,30.0,o,18.35,1028.92,00.32
00167,TA118N52,118.87257,52.71286,57386.443079,30.0,o,18.31,1054.21,00.32
00168,TA102N52,101.65940,52.17993,57386.445093,30.0,o,18.36,1055.74,00.32
00169,TA097N57,96.61087,57.16342,57386.445799,30.0,o,18.30,1055.74,00.32
00170,TA103N62,102.76537,62.23459,57386.447269,30.0,o,18.28,1056.32,00.32
00171,TA110N52,110.11877,53.03654,57386.456539,30.0,o,18.34,1056.32,00.32
00172,TA106N57,105.63311,57.18776,57386.457905,30.0,o,18.31,1056.32,00.32
00173,TA114N62,114.18500,63.10384,57386.458542,30.0,o,18.26,1057.67,00.32
00174,TA118N52,118.37304,53.01563,57386.459780,30.0,o,18.33,1058.14,00.32
00175,TA115N57,115.00655,58.03553,57386.460394,30.0,o,18.29,1058.14,00.32
00176,TA110N52,109.87742,52.14773,57386.470370,30.0,o,18.34,1059.71,00.32
00177,TA114N62,113.86541,62.20522,57386.471609,30.0,o,18.25,1059.71,00.32
00178,TA118N52,118.11945,52.11616,57386.480938,30.0,o,18.31,1062.72,00.32
00179,TA115N57,114.73275,57.13972,57386.482905,30.0,o,18.26,1062.72,00.32
00180,TA069N47,69.87513,47.65608,57387.339641,30.0,o,18.56,1062.72,00.32
00181,TA062N47,62.74084,47.58039,57387.342593,30.0,o,18.62,1062.72,00.32
00182,TA077N52,77.90537,52.74322,57387.349502,30.0,o,18.74,1062.72,00.32
00183,TA062N47,62.29410,47.88141,57387.365613,30.0,o,18.64,1062.72,00.32
00184,TA069N47,70.24667,47.28016,57387.370370,30.0,o,18.71,1062.72,00.32
00185,TA077N52,78.15661,52.44419,57387.373067,30.0,o,18.72,1062.72,00.32
00186,TA085N52,86.04813,52.77376,57387.376470,30.0,o,18.69,1062.72,00.32
00187,TA087N57,87.93621,57.83209,57387.377083,30.0,o,18.64,1062.72,00.32
00188,TA077N47,76.89345,47.91997,57387.378912,30.0,o,18.69,1062.72,00.32
00189,TA062N47,62.07204,46.97852,57387.379537,30.0,o,18.57,1062.72,00.32
00190,TA069N47,69.58740,47.88073,57387.380764,30.0,o,18.66,1062.72,00.32
00191,TA069N52,69.19123,52.03078,57387.388472,30.0,o,18.53,1062.72,00.32
00192,TA069N47,69.36004,46.97996,57387.393426,30.0,o,18.58,1062.72,00.32
00193,TA097N57,97.25120,57.83382,57387.396829,30.0,o,18.53,1062.72,00.32
00194,TA094N52,94.19414,52.79520,57387.397454,30.0,o,18.59,1062.72,00.32
00195,TA087N57,88.20730,57.53562,57387.398067,30.0,o,18.53,1062.72,00.32
00196,TA077N52,77.58560,52.96995,57387.400220,30.0,o,18.60,1062.72,00.32
00197,TA087N57,87.36796,58.13504,57387.402512,30.0,o,18.22,1063.25,00.32
00198,TA094N52,94.44573,52.49440,57387.403750,30.0,o,18.59,1063.25,00.32
00199,TA103N62,103.73882,62.83074,57387.404363,30.0,o,18.53,1063.25,00.32
00200,TA097N57,97.53426,57.53342,57387.404988,30.0,o,18.53,1063.25,00.32
00201,TA102N52,102.39792,52.77318,57387.405602,30.0,o,18.59,1063.25,00.32
00202,TA106N57,106.47785,57.78099,57387.406215,30.0,o,18.53,1063.25,00.32
00203,TA077N52,77.33000,52.07073,57387.414005,30.0,o,18.02,1063.25,00.32
00204,TA087N57,87.29396,57.16058,57387.417350,30.0,o,18.50,1063.25,00.32
00205,TA115N57,115.57210,57.72894,57387.423067,30.0,o,18.47,1063.25,00.32
00206,TA110N52,110.62379,52.74339,57387.423681,30.0,o,18.53,1063.25,00.32
00207,TA106N57,106.75826,57.48380,57387.424294,30.0,o,18.47,1063.25,00.32
00208,TA114N62,114.84477,62.80070,57387.424907,30.0,o,18.43,1063.25,00.32
00209,TA102N52,102.63837,52.47658,57387.425521,30.0,o,18.55,1063.25,00.32
00210,TA103N62,104.05571,62.53249,57387.426134,30.0,o,18.46,1063.25,00.32
00211,TA097N57,96.68724,58.13588,57387.426910,30.0,o,18.25,1063.25,00.32
00212,TA094N52,93.69969,53.09802,57387.427720,30.0,o,18.26,1063.25,00.32
00213,TA102N52,101.89341,53.07628,57387.429560,30.0,o,18.53,1063.25,00.32
00214,TA106N57,105.91085,58.08468,57387.430787,30.0,o,18.46,1063.25,00.32
00215,TA114N62,115.17036,62.50077,57387.431412,30.0,o,18.42,1063.25,00.32
00216,TA110N52,110.85833,52.44400,57387.432025,30.0,o,18.53,1063.25,00.32
00217,TA118N52,118.86314,52.71278,57387.432639,30.0,o,18.51,1063.25,00.32
00218,TA103N62,103.07949,63.13352,57387.442072,30.0,o,18.45,1063.25,00.32
00219,TA102N52,101.65587,52.17631,57387.443461,30.0,o,18.44,1063.28,00.32
00220,TA103N62,102.76328,62.23393,57387.445625,30.0,o,18.31,1063.29,00.32
00221,TA110N52,110.11527,53.04547,57387.454618,30.0,o,18.54,1063.29,00.32
00222,TA114N62,114.18329,63.10378,57387.455856,30.0,o,18.46,1063.29,00.32
00223,TA115N57,115.00305,58.03509,57387.456481,30.0,o,18.51,1063.29,00.32
00224,TA118N52,118.36816,53.01558,57387.457095,30.0,o,18.56,1063.29,00.32
00225,TA110N52,109.87652,52.14600,57387.466968,30.0,o,18.43,1063.29,00.32
00226,TA118N52,118.12261,52.11588,57387.468970,30.0,o,18.53,1063.29,00.32
00227,TA115N57,114.73594,57.13555,57387.469583,30.0,o,18.49,1063.29,00.32
00228,TA114N62,113.86529,62.20414,57387.470197,30.0,o,18.47,1063.29,00.32
00229,"MM.0,75",45.64717,35.71582,57392.271725,30.0,c,NaN,1066.30,00.32
00230,"MM.0,90",46.08360,20.70792,57392.273380,30.0,c,NaN,1095.97,00.32
00231,"MM.225,45",20.51690,-12.56847,57392.286898,30.0,c,NaN,1095.97,00.32
00232,"MM.240,60",26.16244,4.14746,57392.288484,30.0,c,NaN,1102.82,00.32
00233,"MM.240,75",38.89564,12.72972,57392.289340,30.0,c,NaN,1132.61,00.33
00234,TA042N27,42.34371,27.72791,57395.306782,30.0,c,18.84,1132.61,00.33
00235,TA044N32,44.48849,32.75490,57395.311898,30.0,c,18.86,1132.61,00.33
00236,TA047N37,47.53535,37.75261,57395.314583,30.0,c,18.88,1132.61,00.33
00237,TA047N27,47.95845,27.72931,57395.317106,30.0,c,18.87,1132.61,00.33
00238,TA050N32,50.39892,32.74691,57395.319722,30.0,c,18.84,1132.61,00.33
00239,TA042N27,42.53163,27.42281,57395.322963,30.0,c,18.82,1132.61,00.33
00240,TA053N37,53.86061,37.73422,57395.327604,30.0,c,18.84,1132.61,00.33
00241,TA044N32,44.68775,32.44896,57395.328218,30.0,c,18.88,1132.61,00.33
00242,TA056N32,56.30256,32.72875,57395.330243,30.0,c,18.84,1132.61,00.33
00243,TA047N37,47.74692,37.44682,57395.330856,30.0,c,18.87,1132.61,00.33
00244,TA057N42,57.91538,42.70167,57395.332812,30.0,c,18.85,1132.61,00.33
00245,TA047N27,48.14715,27.42445,57395.333484,30.0,c,18.88,1132.61,00.33
00246,TA050N32,50.59934,32.44086,57395.336285,30.0,c,18.89,1132.61,00.33
00247,TA060N37,60.19147,37.72748,57395.338218,30.0,c,18.85,1132.61,00.33
00248,TA042N27,42.03924,28.01751,57395.339537,30.0,c,18.88,1132.64,00.33
00249,TA064N42,64.72499,42.69445,57395.343600,30.0,c,18.88,1132.64,00.33
00250,TA053N37,54.07239,37.42887,57395.344213,30.0,c,18.88,1132.64,00.33
00251,TA044N32,44.16689,33.04320,57395.344838,30.0,c,18.91,1132.74,00.33
00252,TA056N32,56.50316,32.42332,57395.347060,30.0,c,18.88,1132.74,00.33
00253,TA047N37,47.19879,38.04020,57395.347674,30.0,c,18.93,1133.07,00.33
00254,TA057N42,58.13935,42.39522,57395.349618,30.0,c,18.89,1133.07,00.33
00255,TA047N27,47.65559,28.01923,57395.350336,30.0,c,18.92,1133.07,00.33
00256,TA042N27,41.88426,27.11181,57395.352847,30.0,c,18.86,1133.09,00.33
00257,TA044N32,43.99823,32.13816,57395.354063,30.0,c,18.92,1133.10,00.33
00258,TA050N32,50.08089,33.03565,57395.354676,30.0,c,18.91,1133.10,00.33
00259,TA056N32,55.98384,33.02125,57395.355289,30.0,c,18.89,1133.10,00.33
00260,TA053N37,53.51865,38.02433,57395.355914,30.0,c,18.90,1133.15,00.33
00261,TA047N37,47.02125,37.13678,57395.356528,30.0,c,18.91,1133.18,00.33
00262,TA060N37,60.40701,37.42037,57395.357141,30.0,c,18.86,1133.18,00.33
00263,TA064N42,64.94749,42.38943,57395.359734,30.0,c,18.87,1133.18,00.33
00264,TA057N42,57.55830,42.98712,57395.368819,30.0,c,18.88,1133.32,00.33
00265,TA064N42,64.35500,42.98512,57395.370035,30.0,c,18.86,1133.32,00.33
00266,TA053N37,53.35870,37.11746,57395.371875,30.0,c,18.87,1133.32,00.33
00267,TA060N37,59.85844,38.01476,57395.372488,30.0,c,18.86,1133.32,00.33
00268,TA050N32,49.92566,32.12343,57395.374340,30.0,c,18.88,1133.32,00.33
00269,TA047N27,47.51291,27.10977,57395.375556,30.0,c,18.89,1133.32,00.33
00270,TA056N32,55.83340,32.11039,57395.380231,30.0,c,18.85,1133.32,00.33
00271,TA060N37,59.68278,37.10910,57395.382685,30.0,c,18.88,1133.32,00.33
00272,TA057N42,57.38352,42.07923,57395.387662,30.0,c,18.89,1133.36,00.33
00273,TA064N42,64.19363,42.07341,57395.396597,30.0,c,18.86,1133.36,00.33
00274,TA069N52,69.74225,52.73977,57396.335347,30.0,c,18.75,1133.36,00.33
00275,TA069N47,69.86519,47.68364,57396.339641,30.0,c,18.81,1133.36,00.33
00276,TA069N47,70.10351,47.37999,57396.352674,30.0,c,18.86,1133.36,00.33
00277,TA077N52,77.88317,52.78037,57396.357581,30.0,c,18.93,1133.36,00.33
00278,TA069N52,70.03182,52.43295,57396.358808,30.0,c,18.83,1133.36,00.33
00279,TA077N52,78.13647,52.47971,57396.359421,30.0,c,18.92,1133.36,00.33
00280,TA085N52,86.09959,52.77442,57396.361644,30.0,c,18.93,1133.36,00.33
00281,TA087N57,87.98823,57.83833,57396.362245,30.0,c,18.94,1133.36,00.33
00282,TA077N47,77.39523,47.42245,57396.364572,30.0,c,18.92,1134.28,00.33
00283,TA084N47,84.48946,47.76729,57396.366065,30.0,c,18.89,1134.28,00.33
00284,TA062N47,62.20979,47.96906,57396.367894,30.0,c,18.81,1134.67,00.33
00285,TA069N47,69.47040,47.97523,57396.368507,30.0,c,18.86,1134.67,00.33
00286,TA069N52,69.31388,53.02903,57396.370347,30.0,c,18.85,1135.24,00.33
00287,TA077N52,77.42278,53.07500,57396.374201,30.0,c,18.93,1135.73,00.33
00288,TA069N52,69.07900,52.12570,57396.376829,30.0,c,18.84,1136.02,00.33
00289,TA084N47,84.73152,47.46388,57396.382049,30.0,c,18.94,1136.02,00.33
00290,TA094N52,94.24850,52.79533,57396.383981,30.0,c,19.00,1136.02,00.33
00291,TA085N52,86.27344,52.50978,57396.385336,30.0,c,18.98,1136.02,00.33
00292,TA087N57,88.19062,57.57256,57396.387720,30.0,c,18.97,1136.02,00.33
00293,TA103N62,103.78008,62.84268,57396.388507,30.0,c,19.03,1136.02,00.33
00294,TA097N57,97.31510,57.83673,57396.389109,30.0,c,18.99,1136.02,00.33
00295,TA102N52,102.42661,52.77543,57396.389722,30.0,c,19.06,1136.02,00.33
00296,TA084N47,84.08092,48.06049,57396.394271,30.0,c,18.94,1136.02,00.33
00297,TA087N57,87.36962,58.16915,57396.400463,30.0,c,18.96,1136.25,00.33
00298,TA085N52,85.55801,53.10422,57396.401076,30.0,c,18.98,1136.27,00.33
00299,TA077N52,77.22637,52.16419,57396.403889,30.0,c,18.96,1136.27,00.33
00300,TA106N57,106.52803,57.78781,57396.410972,30.0,c,19.06,1136.27,00.33
00301,TA110N52,110.64604,52.74533,57396.411574,30.0,c,19.10,1136.27,00.33
00302,TA097N57,97.50510,57.57439,57396.412512,30.0,c,19.01,1136.27,00.33
00303,TA102N52,102.59802,52.51209,57396.413426,30.0,c,19.07,1136.27,00.33
00304,TA103N62,103.98598,62.57790,57396.415104,30.0,c,19.05,1136.27,00.33
00305,TA114N62,114.87495,62.81292,57396.415845,30.0,c,19.03,1136.29,00.33
00306,TA106N57,106.81740,57.48598,57396.416458,30.0,c,19.06,1136.29,00.33
00307,TA115N57,115.58651,57.73816,57396.417072,30.0,c,19.04,1136.34,00.33
00308,TA118N52,118.86576,52.71904,57396.417685,30.0,c,19.09,1136.34,00.33
00309,TA084N47,83.90615,47.15124,57396.420648,30.0,c,18.97,1136.34,00.33
00310,TA087N57,87.13825,57.26160,57396.423368,30.0,c,18.98,1136.61,00.33
00311,TA085N52,85.35039,52.19511,57396.423981,30.0,c,18.99,1136.61,00.33
00312,TA094N52,93.72650,53.12274,57396.427419,30.0,c,19.01,1136.61,00.33
00313,TA097N57,96.69728,58.16899,57396.428032,30.0,c,19.02,1136.73,00.33
00314,TA103N62,103.03570,63.17520,57396.428646,30.0,c,19.07,1136.90,00.33
00315,TA094N52,93.48508,52.22075,57396.430023,30.0,c,19.01,1136.90,00.33
00316,TA097N57,96.42829,57.26735,57396.430637,30.0,c,19.03,1136.90,00.33
00317,TA110N52,110.92054,52.44140,57396.438345,30.0,c,19.08,1136.90,00.33
