Distance	efficiency
0.1	0.09
0.100926219099	0.09
0.101861017016	0.09
0.102804473209	0.09
0.103756667875	0.09
0.104717681949	0.09
0.105687597118	0.09
0.106666495828	0.09
0.107654461284	0.09
0.108651577465	0.09
0.109657929127	0.09
0.11067360181	0.09
0.111698681847	0.09
0.112733256371	0.09
0.113777413322	0.09
0.114831241454	0.09
0.115894830344	0.09
0.116968270397	0.09
0.118051652857	0.09
0.119145069812	0.09
0.120248614204	0.09
0.121362379834	0.09
0.122486461375	0.09
0.123620954374	0.09
0.124765955263	0.09
0.125921561369	0.09
0.12708787092	0.09
0.128264983053	0.09
0.129452997823	0.09
0.130652016212	0.09
0.131862140139	0.09
0.133083472465	0.09
0.134316117005	0.09
0.135560178533	0.09
0.136815762797	0.09
0.138082976522	0.09
0.139361927422	0.09
0.140652724211	0.09
0.141955476605	0.09
0.143270295341	0.09
0.144597292179	0.09
0.145936579916	0.09
0.147288272391	0.09
0.1486524845	0.09
0.150029332202	0.09
0.15141893253	0.09
0.152821403603	0.09
0.15423686463	0.09
0.155665435927	0.09
0.157107238925	0.09
0.158562396177	0.09
0.160031031374	0.09
0.16151326935	0.09
0.163009236098	0.09
0.164519058775	0.09
0.166042865719	0.09
0.167580786453	0.09
0.169132951703	0.09
0.170699493404	0.09
0.172280544713	0.09
0.173876240022	0.09
0.175486714965	0.09
0.177112106435	0.09
0.17875255259	0.09
0.180408192872	0.09
0.18207916801	0.09
0.183765620039	0.09
0.185467692308	0.09
0.187185529497	0.09
0.188919277621	0.09
0.190669084051	0.09
0.192435097523	0.09
0.194217468149	0.09
0.196016347432	0.09
0.197831888278	0.09
0.199664245011	0.09
0.201513573382	0.09
0.203380030585	0.09
0.205263775271	0.09
0.20716496756	0.09
0.209083769056	0.09
0.211020342857	0.09
0.212974853575	0.09
0.214947467344	0.09
0.216938351839	0.09
0.218947676286	0.09
0.22097561148	0.09
0.223022329797	0.09
0.22508800521	0.09
0.227172813303	0.09
0.229276931287	0.09
0.231400538013	0.09
0.233543813991	0.09
0.2357069414	0.09
0.237890104108	0.09
0.240093487686	0.09
0.242317279424	0.09
0.244561668345	0.09
0.246826845226	0.09
0.249113002607	0.09
0.251420334814	0.09
0.253749037973	0.09
0.256099310026	0.09
0.258471350747	0.09
0.260865361762	0.09
0.263281546565	0.09
0.265720110532	0.09
0.268181260945	0.09
0.270665207003	0.09
0.273172159844	0.09
0.275702332561	0.09
0.278255940221	0.09
0.280833199882	0.09
0.283434330615	0.09
0.286059553518	0.09
0.288709091736	0.09
0.291383170483	0.09
0.294082017059	0.09
0.296805860867	0.09
0.299554933436	0.09
0.302329468441	0.09
0.305129701718	0.09
0.307955871291	0.09
0.310808217387	0.09
0.313686982457	0.09
0.316592411198	0.09
0.319524750576	0.09
0.322484249841	0.09
0.325471160553	0.09
0.328485736603	0.09
0.331528234232	0.09
0.334598912055	0.09
0.337698031083	0.09
0.340825854742	0.09
0.343982648902	0.09
0.347168681893	0.09
0.350384224529	0.09
0.353629550136	0.09
0.356904934568	0.09
0.360210656236	0.09
0.363546996129	0.09
0.36691423784	0.09
0.370312667587	0.09
0.373742574239	0.09
0.377204249342	0.09
0.38069798714	0.09
0.384224084606	0.09
0.387782841459	0.09
0.391374560198	0.09
0.394999546122	0.09
0.398658107358	0.09
0.402350554887	0.09
0.40607720257	0.09
0.409838367176	0.09
0.413634368406	0.09
0.417465528925	0.09
0.421332174385	0.09
0.425234633453	0.09
0.429173237842	0.09
0.433148322338	0.09
0.437160224825	0.09
0.441209286319	0.09
0.445295850994	0.09
0.449420266212	0.09
0.453582882551	0.09
0.457784053838	0.09
0.462024137175	0.09
0.466303492974	0.09
0.470622484984	0.09
0.474981480323	0.09
0.479380849509	0.09
0.483820966493	0.09
0.488302208688	0.09
0.492824957004	0.09
0.497389595879	0.09
0.501996513311	0.09
0.506646100892	0.09
0.511338753841	0.09
0.516074871039	0.09
0.520854855058	0.09
