# t[days] u g r i z y J H K
5.65657 -11.555 -13.174 -14.243 -14.838 -15.403 -15.683 -15.833 -15.844 -15.607 
5.85859 -11.167 -12.900 -13.917 -14.645 -15.326 -15.568 -15.794 -15.771 -15.569 
6.06061 -10.993 -12.909 -13.829 -14.672 -15.271 -15.601 -15.740 -15.775 -15.684 
6.26263 -11.034 -12.784 -13.870 -14.640 -15.284 -15.576 -15.769 -15.772 -15.606 
6.46465 -10.530 -12.492 -13.699 -14.630 -15.158 -15.465 -15.697 -15.765 -15.652 
6.66667 -10.256 -12.218 -13.523 -14.599 -15.102 -15.444 -15.630 -15.748 -15.798 
6.86869 -10.329 -12.338 -13.679 -14.328 -14.975 -15.293 -15.671 -15.596 -15.625 
7.07071 -10.237 -11.981 -13.604 -14.322 -14.937 -15.294 -15.520 -15.519 -15.656 
7.27273 -9.199 -11.883 -13.250 -14.086 -14.749 -15.197 -15.427 -15.623 -15.568 
7.47475 -8.852 -11.583 -13.216 -14.095 -14.700 -15.142 -15.415 -15.559 -15.556 
7.67677 -8.841 -11.372 -12.862 -13.999 -14.752 -15.069 -15.377 -15.464 -15.518 
7.87879 -8.906 -11.238 -12.807 -13.883 -14.535 -14.908 -15.317 -15.500 -15.531 
8.08081 -8.895 -11.166 -12.543 -13.615 -14.469 -14.812 -15.297 -15.400 -15.398 
8.28283 -7.869 -11.030 -12.470 -13.565 -14.304 -14.692 -15.182 -15.411 -15.488 
8.48485 -8.135 -10.695 -12.389 -13.575 -14.259 -14.737 -15.104 -15.418 -15.367 
8.68687 -7.809 -10.334 -12.266 -13.397 -14.329 -14.702 -14.997 -15.282 -15.361 
8.88889 -7.719 -10.227 -12.064 -13.340 -14.032 -14.619 -14.998 -15.256 -15.347 
9.09091 -7.436 -10.188 -11.895 -13.295 -14.111 -14.504 -14.929 -15.256 -15.265 
9.29293 -8.301 -10.257 -11.990 -13.100 -13.972 -14.521 -14.844 -15.126 -15.352 
9.49495 -6.064 -9.702 -11.641 -13.054 -13.832 -14.361 -14.814 -15.100 -15.205 
9.69697 -7.023 -9.375 -11.490 -12.947 -13.624 -14.197 -14.719 -15.063 -15.250 
9.89899 -6.293 -9.542 -11.341 -12.783 -13.659 -14.120 -14.724 -14.954 -15.235 
10.10101 -6.045 -9.218 -11.339 -12.756 -13.589 -14.010 -14.549 -14.911 -15.188 
10.30303 -6.461 -9.381 -11.237 -12.670 -13.474 -13.961 -14.558 -14.980 -15.146 
10.50505 -6.032 -9.018 -11.191 -12.620 -13.437 -13.956 -14.527 -14.867 -15.085 
10.70707 -5.186 -9.788 -10.959 -12.524 -13.414 -13.735 -14.389 -14.796 -15.068 
10.90909 -5.980 -8.456 -10.804 -12.374 -13.256 -13.816 -14.353 -14.747 -14.932 
11.11111 -5.260 -8.815 -10.653 -12.249 -13.102 -13.464 -14.192 -14.717 -14.848 
11.31313 -6.224 -7.978 -10.550 -12.184 -13.036 -13.555 -14.076 -14.690 -14.853 
11.51515 -6.475 -8.021 -10.429 -12.039 -12.899 -13.553 -14.150 -14.565 -14.809 
11.71717 -5.329 -7.780 -10.203 -11.839 -12.773 -13.398 -14.062 -14.558 -14.730 
11.91919 -4.594 -7.597 -10.126 -11.688 -12.772 -13.210 -13.990 -14.501 -14.726 
12.12121 -4.785 -7.361 -9.897 -11.659 -12.694 -13.314 -13.862 -14.411 -14.808 
12.32323 -7.582 -7.472 -9.963 -11.478 -12.498 -13.242 -13.819 -14.376 -14.684 
12.52525 -4.793 -7.608 -9.732 -11.435 -12.588 -12.995 -13.855 -14.347 -14.609 
12.72727 -4.911 -7.660 -9.458 -11.168 -12.359 -12.995 -13.761 -14.205 -14.556 
12.92929 -4.889 -6.586 -9.321 -11.436 -12.228 -12.940 -13.603 -14.177 -14.588 
13.13131 -5.206 -7.048 -9.416 -11.134 -12.342 -12.934 -13.617 -14.205 -14.568 
13.33333 -2.982 -6.561 -9.205 -10.957 -12.163 -12.887 -13.546 -14.155 -14.581 
13.53535 -5.507 -6.430 -9.054 -10.726 -12.122 -12.755 -13.479 -14.141 -14.583 
13.73737 -2.693 -6.403 -8.851 -10.922 -11.992 -12.608 -13.389 -14.088 -14.495 
13.93939 -3.357 -5.947 -8.829 -10.880 -11.943 -12.483 -13.386 -14.006 -14.428 
14.14141 -2.400 -5.948 -8.751 -10.745 -12.119 -12.659 -13.327 -13.940 -14.310 
14.34343 -4.301 -5.980 -8.501 -10.493 -11.896 -12.520 -13.275 -13.958 -14.277 
14.54545 -2.284 -5.700 -8.586 -10.451 -11.528 -12.324 -13.324 -13.836 -14.232 
14.74747 -3.542 -5.141 -8.317 -10.421 -11.642 -12.433 -13.100 -13.782 -14.228 
14.94949 -3.536 -5.539 -8.187 -10.509 -11.639 -12.357 -12.922 -13.736 -14.197 
15.15152 -1.848 -4.885 -8.052 -10.212 -11.381 -12.172 -13.066 -13.715 -14.134 
15.35354 -4.823 -4.738 -8.037 -10.138 -11.411 -12.112 -12.965 -13.657 -14.101 
15.55556 -3.006 -5.295 -8.040 -10.013 -11.350 -12.239 -12.931 -13.630 -14.025 
15.75758 -1.656 -4.602 -8.006 -9.882 -11.126 -12.132 -12.890 -13.612 -14.044 
15.95960 -1.480 -4.499 -7.566 -9.907 -11.219 -11.951 -12.761 -13.551 -14.006 
16.16162 -4.274 -4.902 -7.737 -10.241 -11.000 -11.778 -12.720 -13.486 -13.924 
16.36364 -3.869 -4.970 -7.348 -10.110 -11.113 -11.819 -12.731 -13.356 -13.876 
16.56566 -4.957 -5.234 -7.310 -9.651 -11.058 -11.736 -12.597 -13.427 -13.866 
16.76768 -1.151 -4.001 -7.132 -9.636 -11.007 -11.848 -12.531 -13.341 -13.816 
16.96970 -1.079 -4.168 -7.252 -9.727 -10.901 -11.754 -12.521 -13.291 -13.747 
17.17172 -5.072 -4.760 -7.057 -9.544 -10.810 -11.623 -12.617 -13.210 -13.827 
17.37374 -4.004 -4.767 -7.150 -9.245 -10.617 -11.511 -12.504 -13.214 -13.785 
17.57576 -4.516 -3.410 -6.922 -9.337 -10.623 -11.545 -12.365 -13.191 -13.699 
17.77778 -3.731 -4.176 -6.979 -9.255 -10.513 -11.419 -12.345 -13.154 -13.669 
17.97980 -4.071 -4.276 -6.720 -9.344 -10.535 -11.342 -12.302 -13.115 -13.620 
18.18182 -0.513 -3.692 -6.795 -9.124 -10.476 -11.358 -12.291 -13.053 -13.653 
18.38384 -3.035 -3.416 -6.354 -9.070 -10.486 -11.427 -12.187 -13.092 -13.522 
18.58586 -3.281 -5.108 -6.628 -9.024 -10.345 -11.074 -12.158 -13.090 -13.623 
18.78788 -3.712 -3.118 -6.310 -8.898 -10.474 -11.172 -12.208 -13.073 -13.510 
18.98990 -2.312 -2.871 -6.053 -8.765 -10.295 -11.129 -12.031 -12.925 -13.429 
19.19192 -3.868 -5.256 -6.600 -8.865 -10.182 -11.129 -12.000 -12.870 -13.464 
19.39394 -1.434 -2.506 -6.034 -8.714 -10.068 -10.939 -11.996 -12.794 -13.368 
19.59596 0.417 -2.728 -5.945 -8.550 -10.027 -10.822 -11.849 -12.706 -13.368 
19.79798 -2.853 -3.967 -5.889 -8.609 -9.958 -10.724 -11.821 -12.727 -13.265 
20.00000 -0.563 -3.861 -5.817 -8.455 -9.847 -10.665 -11.860 -12.632 -13.240 
