# t[days] u g r i z y J H K
4.24242 -11.440 -12.930 -14.045 -14.736 -15.191 -15.453 -15.499 -15.579 -15.440 
4.44444 -11.299 -12.871 -13.883 -14.677 -15.089 -15.238 -15.485 -15.443 -15.336 
4.64646 -10.714 -12.681 -13.707 -14.457 -14.971 -15.259 -15.422 -15.400 -15.334 
4.84848 -10.300 -12.529 -13.570 -14.381 -14.914 -15.191 -15.330 -15.335 -15.266 
5.05051 -10.365 -12.052 -13.378 -14.179 -14.751 -15.121 -15.253 -15.322 -15.178 
5.25253 -10.248 -11.856 -13.100 -14.098 -14.694 -14.989 -15.204 -15.231 -15.169 
5.45455 -9.670 -11.603 -13.057 -13.987 -14.618 -14.884 -15.093 -15.170 -15.062 
5.65657 -9.425 -11.611 -12.961 -13.884 -14.468 -14.767 -15.051 -15.105 -15.156 
5.85859 -9.414 -11.377 -12.686 -13.740 -14.418 -14.667 -14.919 -15.062 -15.028 
6.06061 -8.942 -11.244 -12.515 -13.629 -14.258 -14.565 -14.832 -15.036 -14.931 
6.26263 -9.070 -10.927 -12.278 -13.401 -14.142 -14.550 -14.800 -14.982 -14.901 
6.46465 -7.928 -10.707 -12.241 -13.386 -13.980 -14.269 -14.744 -14.840 -14.885 
6.66667 -7.965 -10.726 -12.230 -13.318 -14.012 -14.283 -14.629 -14.760 -14.839 
6.86869 -7.976 -10.308 -12.061 -13.100 -13.817 -14.183 -14.535 -14.839 -14.804 
7.07071 -7.883 -10.162 -11.718 -13.055 -13.743 -14.082 -14.492 -14.737 -14.781 
7.27273 -6.823 -9.823 -11.600 -12.788 -13.643 -13.986 -14.314 -14.540 -14.674 
7.47475 -6.970 -9.669 -11.522 -12.835 -13.546 -13.932 -14.266 -14.464 -14.640 
7.67677 -6.461 -9.376 -11.458 -12.566 -13.375 -13.769 -14.161 -14.520 -14.590 
7.87879 -7.269 -9.509 -11.203 -12.535 -13.313 -13.697 -14.086 -14.384 -14.572 
8.08081 -7.760 -9.162 -11.054 -12.342 -13.177 -13.557 -14.064 -14.293 -14.456 
8.28283 -5.861 -9.206 -10.853 -12.293 -13.171 -13.495 -13.925 -14.282 -14.424 
8.48485 -5.481 -8.637 -10.751 -12.197 -12.959 -13.508 -13.868 -14.224 -14.383 
8.68687 -5.269 -8.693 -10.709 -12.030 -12.947 -13.315 -13.776 -14.102 -14.324 
8.88889 -5.467 -8.402 -10.499 -11.905 -12.742 -13.171 -13.705 -14.123 -14.339 
9.09091 -5.035 -8.003 -10.239 -11.733 -12.618 -13.082 -13.557 -14.017 -14.294 
9.29293 -5.284 -8.025 -10.185 -11.581 -12.620 -13.032 -13.522 -13.952 -14.078 
9.49495 -4.462 -7.514 -10.077 -11.588 -12.498 -13.039 -13.440 -13.923 -14.117 
9.69697 -4.290 -7.933 -9.891 -11.386 -12.398 -12.821 -13.326 -13.773 -14.052 
9.89899 -4.080 -7.579 -9.833 -11.333 -12.277 -12.786 -13.233 -13.754 -14.057 
10.10101 -3.856 -7.095 -9.648 -11.281 -12.122 -12.613 -13.239 -13.645 -13.957 
10.30303 -4.526 -7.286 -9.515 -11.072 -12.038 -12.564 -13.131 -13.630 -13.906 
10.50505 -3.876 -6.931 -9.206 -11.037 -11.967 -12.519 -13.050 -13.526 -13.815 
10.70707 -3.409 -6.872 -9.311 -10.892 -11.953 -12.388 -13.026 -13.528 -13.739 
10.90909 -3.519 -6.539 -8.969 -10.868 -11.893 -12.336 -12.888 -13.446 -13.725 
11.11111 -3.302 -6.335 -9.051 -10.773 -11.784 -12.257 -12.914 -13.427 -13.702 
11.31313 -4.038 -6.360 -8.839 -10.718 -11.677 -12.269 -12.822 -13.282 -13.612 
11.51515 -3.189 -6.075 -8.888 -10.538 -11.642 -12.178 -12.735 -13.250 -13.650 
11.71717 -2.923 -6.174 -8.776 -10.485 -11.503 -12.122 -12.699 -13.266 -13.556 
11.91919 -3.879 -6.022 -8.360 -10.415 -11.577 -12.058 -12.699 -13.155 -13.502 
12.12121 -3.948 -5.516 -8.476 -10.458 -11.501 -11.985 -12.581 -13.114 -13.501 
12.32323 -3.842 -5.484 -8.213 -10.238 -11.393 -11.953 -12.584 -13.066 -13.452 
12.52525 -2.161 -5.360 -8.118 -10.287 -11.305 -11.894 -12.502 -13.044 -13.434 
12.72727 -2.782 -5.043 -8.159 -10.056 -11.298 -11.842 -12.449 -12.943 -13.405 
12.92929 -1.955 -5.127 -7.967 -9.997 -11.163 -11.715 -12.376 -12.958 -13.323 
13.13131 -1.830 -5.270 -7.991 -9.963 -11.227 -11.706 -12.413 -12.924 -13.296 
13.33333 -3.478 -4.816 -7.921 -9.914 -11.184 -11.693 -12.285 -12.857 -13.229 
13.53535 -4.562 -4.922 -7.807 -9.805 -11.091 -11.688 -12.293 -12.810 -13.246 
13.73737 -3.775 -4.695 -7.655 -9.755 -10.960 -11.551 -12.204 -12.751 -13.180 
13.93939 -1.470 -4.676 -7.361 -9.635 -10.916 -11.529 -12.221 -12.780 -13.130 
14.14141 -1.306 -4.144 -7.320 -9.661 -10.828 -11.486 -12.092 -12.719 -13.063 
14.34343 -1.141 -4.478 -7.321 -9.483 -10.757 -11.384 -12.110 -12.671 -13.039 
14.54545 -1.074 -4.746 -7.309 -9.409 -10.742 -11.337 -12.032 -12.723 -13.045 
14.74747 -0.989 -3.833 -7.351 -9.416 -10.656 -11.315 -11.969 -12.561 -12.942 
14.94949 -0.782 -3.877 -7.091 -9.326 -10.628 -11.353 -11.962 -12.550 -12.980 
15.15152 -3.792 -3.997 -6.869 -9.132 -10.587 -11.245 -11.963 -12.481 -12.962 
15.35354 -3.463 -3.505 -7.071 -9.232 -10.493 -11.153 -11.922 -12.462 -12.895 
15.55556 -3.407 -3.347 -7.176 -9.026 -10.392 -11.136 -11.832 -12.439 -12.856 
15.75758 -0.178 -3.521 -6.905 -9.127 -10.450 -11.096 -11.778 -12.423 -12.826 
15.95960 -0.062 -3.154 -6.670 -8.938 -10.381 -11.000 -11.733 -12.396 -12.804 
16.16162 -0.975 -3.157 -6.662 -8.928 -10.346 -10.988 -11.765 -12.307 -12.811 
16.36364 -3.044 -3.701 -6.460 -8.938 -10.232 -10.987 -11.683 -12.307 -12.736 
16.56566 0.344 -2.903 -6.520 -8.818 -10.211 -10.851 -11.662 -12.327 -12.720 
16.76768 0.562 -3.801 -6.558 -8.808 -10.195 -10.783 -11.545 -12.221 -12.584 
16.96970 0.613 -3.816 -6.099 -8.714 -10.138 -10.833 -11.546 -12.139 -12.664 
17.17172 0.784 -2.456 -6.077 -8.654 -9.960 -10.707 -11.500 -12.116 -12.608 
17.37374 -2.581 -2.845 -6.192 -8.460 -9.877 -10.702 -11.465 -12.108 -12.602 
17.57576 1.059 -2.622 -5.994 -8.384 -9.836 -10.538 -11.389 -12.087 -12.546 
17.77778 0.991 -2.463 -5.916 -8.437 -9.851 -10.564 -11.336 -12.012 -12.515 
17.97980 -2.806 -3.491 -5.889 -8.486 -9.628 -10.454 -11.262 -12.017 -12.497 
18.18182 1.449 -3.110 -5.730 -8.160 -9.641 -10.533 -11.255 -11.894 -12.410 
18.38384 0.531 -2.275 -5.604 -8.210 -9.547 -10.387 -11.179 -11.869 -12.451 
18.58586 1.632 -1.983 -5.504 -8.150 -9.589 -10.309 -11.136 -11.848 -12.368 
18.78788 1.913 -2.754 -5.292 -7.927 -9.515 -10.328 -11.101 -11.915 -12.377 
18.98990 -2.792 -1.755 -5.646 -8.092 -9.448 -10.237 -10.993 -11.771 -12.260 
19.19192 2.159 -2.585 -5.354 -7.799 -9.305 -10.065 -11.008 -11.720 -12.301 
19.39394 2.265 -1.892 -5.216 -7.786 -9.326 -10.041 -10.957 -11.612 -12.135 
19.59596 -2.607 -2.667 -4.940 -7.624 -9.255 -9.987 -10.917 -11.593 -12.102 
19.79798 2.449 -2.960 -4.584 -7.737 -9.097 -9.760 -10.766 -11.418 -12.044 
20.00000 -1.755 -0.886 -4.471 -7.318 -8.824 -9.791 -10.649 -11.427 -11.979 
