# t[days] u g r i z y J H K
6.66667 -8.392 -11.093 -12.640 -13.716 -14.434 -14.789 -15.034 -15.213 -15.140 
6.86869 -8.180 -10.826 -12.534 -13.642 -14.270 -14.678 -15.015 -15.164 -15.153 
7.07071 -8.882 -10.875 -12.408 -13.559 -14.148 -14.543 -14.949 -15.142 -15.199 
7.27273 -7.911 -10.561 -12.196 -13.412 -14.154 -14.392 -14.791 -15.009 -15.031 
7.47475 -8.904 -10.403 -12.081 -13.255 -13.979 -14.305 -14.744 -14.956 -14.953 
7.67677 -7.732 -9.892 -11.855 -13.096 -13.820 -14.281 -14.548 -14.902 -14.963 
7.87879 -6.605 -9.902 -11.660 -13.074 -13.857 -14.182 -14.591 -14.809 -14.995 
8.08081 -6.805 -9.607 -11.558 -12.852 -13.610 -13.996 -14.451 -14.766 -15.009 
8.28283 -5.936 -9.503 -11.531 -12.706 -13.509 -13.933 -14.432 -14.763 -14.846 
8.48485 -6.570 -9.103 -11.408 -12.556 -13.320 -13.820 -14.337 -14.713 -14.811 
8.68687 -6.728 -8.829 -11.098 -12.494 -13.343 -13.850 -14.192 -14.568 -14.731 
8.88889 -7.805 -8.990 -10.829 -12.359 -13.100 -13.621 -14.064 -14.477 -14.680 
9.09091 -5.709 -8.296 -10.773 -12.253 -12.927 -13.535 -14.098 -14.489 -14.552 
9.29293 -6.156 -8.147 -10.680 -12.101 -12.890 -13.378 -13.995 -14.400 -14.567 
9.49495 -5.861 -7.840 -10.505 -11.931 -12.868 -13.287 -13.933 -14.314 -14.498 
9.69697 -4.946 -7.782 -10.341 -11.760 -12.797 -13.180 -13.825 -14.313 -14.503 
9.89899 -5.306 -8.438 -10.218 -11.730 -12.685 -13.140 -13.746 -14.181 -14.432 
10.10101 -4.632 -7.896 -10.102 -11.550 -12.650 -13.073 -13.710 -14.149 -14.464 
10.30303 -3.601 -7.231 -9.814 -11.626 -12.543 -12.952 -13.606 -14.031 -14.386 
10.50505 -5.101 -7.212 -9.578 -11.395 -12.426 -12.873 -13.593 -14.003 -14.353 
10.70707 -4.726 -6.988 -9.606 -11.293 -12.241 -12.839 -13.554 -14.038 -14.250 
10.90909 -3.530 -6.783 -9.493 -11.205 -12.210 -12.787 -13.398 -14.001 -14.166 
11.11111 -2.916 -6.589 -9.288 -11.119 -12.034 -12.669 -13.345 -13.897 -14.157 
11.31313 -3.642 -6.581 -9.148 -10.968 -12.008 -12.608 -13.203 -13.878 -14.106 
11.51515 -4.987 -6.390 -9.090 -10.922 -12.065 -12.407 -13.152 -13.792 -14.182 
11.71717 -2.903 -5.919 -8.994 -10.895 -11.850 -12.580 -13.085 -13.689 -14.048 
11.91919 -2.532 -5.856 -8.824 -10.735 -11.860 -12.367 -13.077 -13.620 -13.990 
12.12121 -4.231 -5.596 -8.476 -10.589 -11.645 -12.324 -12.984 -13.570 -13.943 
12.32323 -3.932 -5.986 -8.416 -10.478 -11.551 -12.181 -12.944 -13.495 -13.929 
12.52525 -2.027 -5.115 -8.442 -10.342 -11.552 -12.134 -12.856 -13.497 -13.856 
12.72727 -4.415 -5.580 -8.355 -10.411 -11.372 -11.943 -12.787 -13.408 -13.894 
12.92929 -1.907 -5.509 -8.199 -10.246 -11.341 -11.961 -12.765 -13.384 -13.800 
13.13131 -3.885 -5.124 -8.170 -10.159 -11.345 -11.969 -12.727 -13.371 -13.741 
13.33333 -1.326 -5.382 -8.053 -10.058 -11.346 -11.839 -12.650 -13.315 -13.745 
13.53535 -4.327 -4.479 -7.854 -9.936 -11.166 -11.808 -12.577 -13.305 -13.693 
13.73737 -4.640 -5.055 -7.531 -9.974 -11.084 -11.746 -12.466 -13.191 -13.618 
13.93939 -3.693 -4.309 -7.803 -9.770 -11.060 -11.623 -12.444 -13.176 -13.566 
14.14141 -0.925 -4.813 -7.722 -9.721 -10.942 -11.592 -12.406 -13.131 -13.541 
14.34343 -0.575 -4.012 -7.293 -9.665 -10.965 -11.510 -12.330 -13.132 -13.589 
14.54545 -1.913 -4.623 -7.270 -9.538 -10.983 -11.424 -12.330 -13.052 -13.529 
14.74747 -0.287 -4.619 -7.466 -9.452 -10.818 -11.370 -12.296 -12.989 -13.451 
14.94949 -0.241 -3.945 -7.602 -9.498 -10.705 -11.357 -12.194 -12.887 -13.411 
15.15152 -0.005 -3.445 -6.975 -9.281 -10.515 -11.350 -12.122 -12.860 -13.372 
15.35354 0.161 -4.804 -6.962 -9.323 -10.563 -11.269 -12.053 -12.894 -13.328 
15.55556 -1.380 -4.340 -7.182 -9.207 -10.516 -11.148 -11.988 -12.770 -13.213 
15.75758 -0.367 -3.849 -6.697 -9.109 -10.331 -11.083 -11.948 -12.727 -13.220 
15.95960 -3.203 -4.328 -6.843 -9.076 -10.382 -10.993 -11.894 -12.591 -13.237 
16.16162 -0.913 -4.796 -6.821 -9.055 -10.313 -10.980 -11.888 -12.637 -13.153 
16.36364 -3.367 -4.223 -6.320 -8.859 -10.132 -10.876 -11.766 -12.576 -13.154 
16.56566 0.853 -4.123 -6.330 -8.654 -10.108 -10.802 -11.670 -12.558 -13.082 
16.76768 0.613 -3.392 -6.350 -8.805 -9.957 -10.744 -11.664 -12.528 -13.073 
16.96970 1.177 -4.121 -6.110 -8.520 -10.166 -10.684 -11.605 -12.436 -13.086 
17.17172 1.343 -3.854 -5.968 -8.498 -9.889 -10.626 -11.598 -12.358 -13.025 
17.37374 0.180 -3.572 -5.680 -8.267 -9.750 -10.572 -11.449 -12.250 -12.959 
17.57576 1.761 -4.148 -6.058 -8.314 -9.792 -10.604 -11.485 -12.397 -12.890 
17.77778 0.619 -3.171 -6.126 -8.373 -9.778 -10.331 -11.437 -12.184 -12.870 
17.97980 2.186 -1.349 -6.164 -8.303 -9.588 -10.391 -11.347 -12.203 -12.769 
18.18182 -3.725 -2.000 -5.749 -8.363 -9.688 -10.269 -11.195 -12.134 -12.776 
18.38384 -3.101 -1.929 -5.602 -8.091 -9.474 -10.183 -11.280 -12.058 -12.783 
18.58586 -3.006 -2.242 -5.854 -8.191 -9.395 -10.092 -11.107 -11.967 -12.716 
18.78788 2.075 -1.616 -5.778 -8.147 -9.424 -10.063 -11.102 -12.025 -12.614 
18.98990 -0.699 -0.920 -5.237 -7.824 -9.163 -9.947 -10.995 -11.940 -12.608 
19.19192 3.148 -2.986 -5.348 -7.805 -9.101 -9.899 -10.907 -11.907 -12.443 
19.39394 3.127 -4.779 -5.051 -7.530 -9.258 -9.864 -10.829 -11.844 -12.477 
19.59596 3.187 -1.318 -4.835 -7.492 -9.146 -9.874 -10.801 -11.725 -12.403 
19.79798 -1.191 -0.361 -4.796 -7.513 -8.843 -9.529 -10.723 -11.715 -12.323 
20.00000 3.239 -0.588 -4.114 -7.499 -8.668 -9.575 -10.544 -11.509 -12.263 
